航班日期,航班号,机型,起飞/到达,机位,计划起飞时间,实际起飞时间,实际下轮挡
2021/7/21,FM7031,B789,D,14,2021/7/21 0:10,2021/7/21 0:07,2021/7/20 23:53
2021/7/21,CZ451,B772,D,327,2021/7/21 0:25,2021/7/21 0:42,2021/7/20 23:57
2021/7/21,LD783,A332,D,337,2021/7/21 0:35,2021/7/21 2:08,2021/7/21 1:51
2021/7/21,QR8799,B772,D,304,2021/7/21 2:05,2021/7/21 2:27,2021/7/21 2:18
2021/7/21,HU701,A330,D,584,2021/7/21 2:10,2021/7/21 3:58,2021/7/21 3:41
2021/7/21,TK6527,B772,D,301,2021/7/21 2:10,2021/7/21 5:04,2021/7/21 4:52
2021/7/21,CA611,A359,D,61,2021/7/21 2:15,2021/7/21 4:03,2021/7/21 3:40
2021/7/21,NH8432,B772,D,613,2021/7/21 2:30,2021/7/21 5:04,2021/7/21 4:38
2021/7/21,SV991,B772,D,302,2021/7/21 2:35,2021/7/21 4:17,2021/7/21 4:04
2021/7/21,NH968,B789,D,617,2021/7/21 2:35,2021/7/21 5:18,2021/7/21 4:50
2021/7/21,QR8961,B772,D,303,2021/7/21 2:40,2021/7/21 4:51,2021/7/21 4:44
2021/7/21,NH8518,B763,D,615,2021/7/21 3:10,2021/7/21 4:29,2021/7/21 4:06
2021/7/21,NH8498,B788,D,616,2021/7/21 3:20,2021/7/21 4:22,2021/7/21 3:50
2021/7/21,EY9936,B772,D,318,2021/7/21 3:30,2021/7/21 4:24,2021/7/21 4:04
2021/7/21,N8698,B744,D,331,2021/7/21 3:40,2021/7/21 4:34,2021/7/21 4:12
2021/7/21,CA613,A333,D,809,2021/7/21 3:45,2021/7/21 4:12,2021/7/21 3:52
2021/7/21,CA1067,B772,D,322,2021/7/21 3:45,2021/7/21 4:00,2021/7/21 3:44
2021/7/21,MU7553,A332,D,558,2021/7/21 4:10,2021/7/21 4:21,2021/7/21 3:53
2021/7/21,PO718,B744,D,317,2021/7/21 4:25,2021/7/21 5:27,2021/7/21 5:00
2021/7/21,IR4707,B742,D,319,2021/7/21 4:25,2021/7/21 7:22,2021/7/21 6:47
2021/7/21,CA597,A359,D,63,2021/7/21 4:30,2021/7/21 5:09,2021/7/21 4:45
2021/7/21,CX3253,B748,D,315,2021/7/21 4:40,2021/7/21 5:43,2021/7/21 5:32
2021/7/21,CA617,A333,D,65,2021/7/21 4:45,2021/7/21 5:21,2021/7/21 4:56
2021/7/21,PO212,B744,D,329,2021/7/21 4:50,2021/7/22 2:18,2021/7/22 2:00
2021/7/21,MU7561,B789,D,21,2021/7/21 5:00,2021/7/21 6:14,2021/7/21 6:01
2021/7/21,MU7043,B77W,D,505,2021/7/21 5:00,2021/7/21 5:15,2021/7/21 4:55
2021/7/21,5Y8134,B744,D,332,2021/7/21 5:00,2021/7/21 6:26,2021/7/21 6:07
2021/7/21,MU7177,B77W,D,20,2021/7/21 5:05,2021/7/21 5:32,2021/7/21 5:16
2021/7/21,XJ765,A333,D,71,2021/7/21 5:40,2021/7/21 6:42,2021/7/21 6:20
2021/7/21,CX3239,B748,D,328,2021/7/21 5:45,2021/7/21 6:43,2021/7/21 6:18
2021/7/21,9C9901,A21N,D,184,2021/7/21 6:00,2021/7/21 7:38,2021/7/21 7:13
2021/7/21,9C6391,A320,D,160,2021/7/21 6:05,2021/7/21 6:30,2021/7/21 6:09
2021/7/21,MU5637,A321,D,569,2021/7/21 6:15,2021/7/21 6:32,2021/7/21 9:52
2021/7/21,FM9141,B738,D,553,2021/7/21 6:20,2021/7/21 6:42,2021/7/21 6:19
2021/7/21,HO1051,A321,D,801,2021/7/21 6:20,2021/7/21 6:41,2021/7/21 6:13
2021/7/21,XJ761,A333,D,616,2021/7/21 6:20,2021/7/21 8:23,2021/7/21 7:52
2021/7/21,BK2881,B738,D,82,2021/7/21 6:20,2021/7/21 7:47,2021/7/21 7:27
2021/7/21,9C8819,A320,D,173,2021/7/21 6:25,2021/7/21 6:35,2021/7/21 6:22
2021/7/21,HU7883,B738,D,149,2021/7/21 6:25,2021/7/21 7:01,2021/7/21 6:36
2021/7/21,9C8823,A320,D,166,2021/7/21 6:25,2021/7/21 6:49,2021/7/21 6:22
2021/7/21,MU2673,B738,D,136,2021/7/21 6:30,2021/7/21 6:39,2021/7/21 6:19
2021/7/21,FM9271,B738,D,112,2021/7/21 6:30,2021/7/21 7:12,2021/7/21 6:46
2021/7/21,MU9005,A321,D,11,2021/7/21 6:30,2021/7/21 6:59,2021/7/21 6:37
2021/7/21,HO1105,A320,D,51,2021/7/21 6:30,2021/7/21 6:38,2021/7/21 6:22
2021/7/21,MU2175,A20N,D,140,2021/7/21 6:35,2021/7/21 7:20,2021/7/21 6:46
2021/7/21,HO1047,A320,D,816,2021/7/21 6:35,2021/7/21 6:46,2021/7/21 6:23
2021/7/21,9C8839,A320,D,571,2021/7/21 6:35,2021/7/21 6:56,2021/7/21 6:35
2021/7/21,HO1135,A320,D,95,2021/7/21 6:35,2021/7/21 6:55,2021/7/21 6:25
2021/7/21,MU5820,B737,D,105,2021/7/21 6:35,2021/7/21 6:57,2021/7/21 6:30
2021/7/21,MU9065,ARJ2,D,511,2021/7/21 6:40,2021/7/21 6:53,2021/7/21 6:43
2021/7/21,HO1195,A321,D,803,2021/7/21 6:40,2021/7/21 6:50,2021/7/21 6:37
2021/7/21,CA1979,A321,D,56,2021/7/21 6:40,2021/7/21 7:05,2021/7/21 6:44
2021/7/21,MU6577,A20N,D,5,2021/7/21 6:40,2021/7/21 7:01,2021/7/21 6:41
2021/7/21,CZ6438,A321,D,155,2021/7/21 6:40,2021/7/21 6:52,2021/7/21 6:35
2021/7/21,FM9167,B738,D,121,2021/7/21 6:45,2021/7/21 6:59,2021/7/21 6:39
2021/7/21,MU2335,A321,D,137,2021/7/21 6:45,2021/7/21 7:30,2021/7/21 6:49
2021/7/21,HU7324,A333,D,190,2021/7/21 6:50,2021/7/21 7:11,2021/7/21 6:56
2021/7/21,HO1163,A321,D,86,2021/7/21 6:50,2021/7/21 7:03,2021/7/21 6:44
2021/7/21,MU5141,A320,D,4,2021/7/21 6:50,2021/7/21 8:04,2021/7/21 7:46
2021/7/21,HO1279,A320,D,563,2021/7/21 6:55,2021/7/21 8:08,2021/7/21 7:39
2021/7/21,CA1983,A321,D,815,2021/7/21 6:55,2021/7/21 7:13,2021/7/21 7:01
2021/7/21,CZ461,B77F,D,330,2021/7/21 6:55,2021/7/21 7:42,2021/7/21 7:11
2021/7/21,CZ6215,A321,D,187,2021/7/21 7:00,2021/7/21 7:24,2021/7/21 7:04
2021/7/21,9C6345,A20N,D,157,2021/7/21 7:00,2021/7/21 8:12,2021/7/21 7:49
2021/7/21,MU5269,A319,D,106,2021/7/21 7:00,2021/7/21 7:26,2021/7/21 6:58
2021/7/21,FM9461,B737,D,109,2021/7/21 7:00,2021/7/21 7:18,2021/7/21 6:54
2021/7/21,Y87509,B738,D,169,2021/7/21 7:00,2021/7/21 7:30,2021/7/21 7:11
2021/7/21,MU6471,A321,D,110,2021/7/21 7:05,2021/7/21 7:35,2021/7/21 7:15
2021/7/21,9C6221,A320,D,182,2021/7/21 7:05,2021/7/21 8:02,2021/7/21 7:28
2021/7/21,9C8523,A320,D,152,2021/7/21 7:05,2021/7/21 7:35,2021/7/21 7:04
2021/7/21,HO2001,A321,D,93,2021/7/21 7:05,2021/7/21 7:10,2021/7/21 6:55
2021/7/21,9C8859,A320,D,174,2021/7/21 7:10,2021/7/21 7:20,2021/7/21 7:03
2021/7/21,FM9259,B738,D,135,2021/7/21 7:10,2021/7/21 7:28,2021/7/21 7:03
2021/7/21,CZ3549,A321,D,165,2021/7/21 7:10,2021/7/21 7:25,2021/7/21 7:00
2021/7/21,CA1935,A333,D,57,2021/7/21 7:10,2021/7/21 8:48,2021/7/21 8:29
2021/7/21,CA1893,A320,D,812,2021/7/21 7:15,2021/7/21 8:42,2021/7/21 8:26
2021/7/21,FM9365,B738,D,134,2021/7/21 7:20,2021/7/21 7:46,2021/7/21 7:16
2021/7/21,CA1947,A332,D,91,2021/7/21 7:20,2021/7/21 7:39,2021/7/21 7:12
2021/7/21,FM9339,B738,D,144,2021/7/21 7:20,2021/7/21 8:21,2021/7/21 7:59
2021/7/21,Y87507,B738,D,180,2021/7/21 7:20,2021/7/21 10:04,2021/7/21 9:35
2021/7/21,FM9121,B738,D,118,2021/7/21 7:20,2021/7/21 7:24,2021/7/21 7:04
2021/7/21,9C6597,A320,D,164,2021/7/21 7:25,2021/7/21 7:54,2021/7/21 7:22
2021/7/21,9C6423,A320,D,156,2021/7/21 7:25,2021/7/21 7:50,2021/7/21 7:29
2021/7/21,MU6251,A320,D,142,2021/7/21 7:25,2021/7/21 7:37,2021/7/21 7:20
2021/7/21,CA1961,A321,D,58,2021/7/21 7:30,2021/7/21 8:37,2021/7/21 8:00
2021/7/21,HO1101,A320,D,88,2021/7/21 7:30,2021/7/21 8:31,2021/7/21 8:08
2021/7/21,MU6243,A332,D,120,2021/7/21 7:30,2021/7/21 8:56,2021/7/21 8:39
2021/7/21,HO1227,A320,D,98,2021/7/21 7:30,2021/7/21 7:42,2021/7/21 7:22
2021/7/21,CZ3239,A320,D,159,2021/7/21 7:35,2021/7/21 7:50,2021/7/21 7:27
2021/7/21,CZ6374,A321,D,167,2021/7/21 7:35,2021/7/21 7:42,2021/7/21 7:25
2021/7/21,HO1149,A321,D,50,2021/7/21 7:35,2021/7/21 8:05,2021/7/21 7:22
2021/7/21,HO1173,A320,D,96,2021/7/21 7:40,2021/7/21 8:00,2021/7/21 7:34
2021/7/21,MU5247,A20N,D,3,2021/7/21 7:40,2021/7/21 10:30,2021/7/21 10:13
2021/7/21,FM9171,B738,D,145,2021/7/21 7:40,2021/7/21 8:10,2021/7/21 7:40
2021/7/21,HO1181,A321,D,625,2021/7/21 7:40,2021/7/21 7:57,2021/7/21 7:40
2021/7/21,MU9718,B737,D,146,2021/7/21 7:45,2021/7/21 7:57,2021/7/21 7:38
2021/7/21,HO1245,A320,D,566,2021/7/21 7:45,2021/7/21 8:10,2021/7/21 7:49
2021/7/21,HO1065,A320,D,84,2021/7/21 7:45,2021/7/21 9:19,2021/7/21 8:58
2021/7/21,MU5667,A20N,D,208,2021/7/21 7:45,2021/7/21 7:52,2021/7/21 7:38
2021/7/21,MU6511,A320,D,117,2021/7/21 7:50,2021/7/21 9:33,2021/7/21 9:13
2021/7/21,9C8875,A320,D,61,2021/7/21 8:00,2021/7/21 8:13,2021/7/21 8:01
2021/7/21,HO1169,A320,D,52,2021/7/21 8:00,2021/7/21 8:01,2021/7/21 7:45
2021/7/21,9C8911,A320,D,163,2021/7/21 8:00,2021/7/21 8:58,2021/7/21 8:36
2021/7/21,HO1021,A320,D,813,2021/7/21 8:00,2021/7/21 11:54,2021/7/21 11:32
2021/7/21,FM9119,B738,D,147,2021/7/21 8:00,2021/7/21 8:38,2021/7/21 7:56
2021/7/21,HO1261,A320,D,64,2021/7/21 8:05,2021/7/21 8:25,2021/7/21 7:53
2021/7/21,HO1023,A320,D,84,2021/7/21 8:05,2021/7/21 8:29,2021/7/21 7:52
2021/7/21,CZ3677,A321,D,189,2021/7/21 8:05,2021/7/21 8:25,2021/7/21 8:07
2021/7/21,FM9409,B738,D,139,2021/7/21 8:05,2021/7/21 8:23,2021/7/21 8:00
2021/7/21,9C8731,A320,D,153,2021/7/21 8:05,2021/7/21 8:15,2021/7/21 7:51
2021/7/21,CZ8882,A333,D,807,2021/7/21 8:10,2021/7/21 8:32,2021/7/21 8:15
2021/7/21,CZ5560,A321,D,171,2021/7/21 8:10,2021/7/21 8:15,2021/7/21 7:56
2021/7/21,CA1258,A320,D,90,2021/7/21 8:10,2021/7/21 9:29,2021/7/21 9:05
2021/7/21,FM9279,B738,D,204,2021/7/21 8:10,2021/7/21 8:19,2021/7/21 8:03
2021/7/21,KN5978,B738,D,9,2021/7/21 8:15,2021/7/21 8:36,2021/7/21 8:10
2021/7/21,HO1007,A20N,D,97,2021/7/21 8:15,2021/7/21 10:11,2021/7/21 9:44
2021/7/21,HO1175,A320,D,94,2021/7/21 8:15,2021/7/21 9:17,2021/7/21 8:55
2021/7/21,MU5203,A20N,D,10,2021/7/21 8:20,2021/7/21 10:40,2021/7/21 10:24
2021/7/21,CA1985,A321,D,802,2021/7/21 8:25,2021/7/21 9:03,2021/7/21 8:46
2021/7/21,CA1216,A332,D,811,2021/7/21 8:30,2021/7/21 11:16,2021/7/21 10:49
2021/7/21,MU5613,A20N,D,7,2021/7/21 8:30,2021/7/21 8:51,2021/7/21 8:25
2021/7/21,CZ6510,A321,D,181,2021/7/21 8:30,2021/7/21 9:18,2021/7/21 8:55
2021/7/21,HO1073,A320,D,55,2021/7/21 8:30,2021/7/21 8:42,2021/7/21 8:21
2021/7/21,MU5623,A321,D,568,2021/7/21 8:30,2021/7/21 8:46,2021/7/21 8:29
2021/7/21,Y87505,B738,D,554,2021/7/21 8:35,2021/7/21 9:21,2021/7/21 8:59
2021/7/21,MU7515,B77W,D,22,2021/7/21 8:35,2021/7/21 8:53,2021/7/21 8:33
2021/7/21,MU5441,A319,D,555,2021/7/21 8:35,2021/7/21 8:45,2021/7/21 8:25
2021/7/21,CA8679,A321,D,621,2021/7/21 8:35,2021/7/21 9:01,2021/7/21 8:37
2021/7/21,CA629,A333,D,73,2021/7/21 8:40,2021/7/21 8:59,2021/7/21 8:36
2021/7/21,9C8843,A320,D,176,2021/7/21 8:40,2021/7/21 9:09,2021/7/21 8:40
2021/7/21,HO1109,A20N,D,92,2021/7/21 8:40,2021/7/21 8:47,2021/7/21 8:31
2021/7/21,FM9385,B738,D,203,2021/7/21 8:45,2021/7/21 9:44,2021/7/21 9:07
2021/7/21,MU5505,A20N,D,12,2021/7/21 8:45,2021/7/21 8:55,2021/7/21 8:36
2021/7/21,9C6445,A320,D,148,2021/7/21 8:45,2021/7/21 10:21,2021/7/21 9:57
2021/7/21,9C6567,A320,D,162,2021/7/21 8:45,2021/7/21 9:08,2021/7/21 8:42
2021/7/21,HO1031,A321,D,60,2021/7/21 8:45,2021/7/21 9:05,2021/7/21 8:37
2021/7/21,FM9239,B738,D,125,2021/7/21 8:50,2021/7/21 9:10,2021/7/21 8:47
2021/7/21,FM9367,B738,D,141,2021/7/21 8:50,2021/7/21 9:49,2021/7/21 9:19
2021/7/21,MU6327,A20N,D,115,2021/7/21 8:55,2021/7/21 9:06,2021/7/21 8:47
2021/7/21,MU5195,A320,D,14,2021/7/21 8:55,2021/7/21 9:13,2021/7/21 9:03
2021/7/21,KN2316,B738,D,15,2021/7/21 9:00,2021/7/21 9:13,2021/7/21 8:50
2021/7/21,MU5423,A359,D,138,2021/7/21 9:00,2021/7/21 9:24,2021/7/21 9:03
2021/7/21,FM9139,B737,D,567,2021/7/21 9:00,2021/7/21 9:30,2021/7/21 8:58
2021/7/21,CZ8617,A332,D,150,2021/7/21 9:05,2021/7/21 9:37,2021/7/21 9:14
2021/7/21,MU5437,A319,D,565,2021/7/21 9:05,2021/7/21 9:21,2021/7/21 9:02
2021/7/21,MU7892,B737,D,626,2021/7/21 9:05,2021/7/21 9:27,2021/7/21 8:59
2021/7/21,CA1943,A359,D,806,2021/7/21 9:05,2021/7/21 9:34,2021/7/21 9:02
2021/7/21,MU5333,A321,D,570,2021/7/21 9:10,2021/7/21 11:04,2021/7/21 10:42
2021/7/21,FM9335,B738,D,2,2021/7/21 9:10,2021/7/21 9:52,2021/7/21 9:38
2021/7/21,MU5279,A359,D,206,2021/7/21 9:10,2021/7/21 12:58,2021/7/21 12:38
2021/7/21,MU5403,B77W,D,116,2021/7/21 9:10,2021/7/21 9:33,2021/7/21 9:05
2021/7/21,MU6445,A319,D,108,2021/7/21 9:15,2021/7/21 9:40,2021/7/21 9:11
2021/7/21,CA8317,A320,D,589,2021/7/21 9:15,2021/7/21 12:07,2021/7/21 11:43
2021/7/21,MU2179,A20N,D,6,2021/7/21 9:15,2021/7/21 9:35,2021/7/21 9:14
2021/7/21,MU7051,B77W,D,583,2021/7/21 9:20,2021/7/21 9:42,2021/7/21 9:19
2021/7/21,MU6369,A20N,D,1,2021/7/21 9:20,2021/7/21 11:42,2021/7/21 11:21
2021/7/21,MU6447,A319,D,122,2021/7/21 9:25,2021/7/21 9:55,2021/7/21 9:27
2021/7/21,MU6411,A333,D,102,2021/7/21 9:25,2021/7/21 10:03,2021/7/21 9:48
2021/7/21,MU5465,A20N,D,11,2021/7/21 9:30,2021/7/21 9:48,2021/7/21 9:31
2021/7/21,CA1039,B772,D,317,2021/7/21 9:30,2021/7/21 9:44,2021/7/21 9:16
2021/7/21,MU5375,A20N,D,564,2021/7/21 9:35,2021/7/21 11:40,2021/7/21 11:20
2021/7/21,HO2003,A321,D,816,2021/7/21 9:40,2021/7/21 10:15,2021/7/21 9:47
2021/7/21,MU7041,A333,D,17,2021/7/21 9:40,2021/7/21 9:45,2021/7/21 9:28
2021/7/21,9C8813,A320,D,168,2021/7/21 9:45,2021/7/21 10:09,2021/7/21 9:42
2021/7/21,FM875,B738,D,30,2021/7/21 9:45,2021/7/21 9:52,2021/7/21 9:34
2021/7/21,MU5221,A321,D,211,2021/7/21 9:45,2021/7/21 11:06,2021/7/21 10:53
2021/7/21,MU5189,A321,D,104,2021/7/21 9:45,2021/7/21 9:54,2021/7/21 9:39
2021/7/21,9C8895,A320,D,170,2021/7/21 9:45,2021/7/21 17:59,2021/7/21 17:32
2021/7/21,CA4592,A332,D,89,2021/7/21 9:50,2021/7/21 10:22,2021/7/21 9:55
2021/7/21,HO1093,A321,D,810,2021/7/21 9:50,2021/7/21 10:14,2021/7/21 9:44
2021/7/21,DL284,A359,D,19,2021/7/21 9:50,2021/7/21 10:30,2021/7/21 10:15
2021/7/21,FM9415,B738,D,113,2021/7/21 9:50,2021/7/21 9:56,2021/7/21 9:42
2021/7/21,CA8954,B738,D,86,2021/7/21 9:55,2021/7/21 10:07,2021/7/21 9:46
2021/7/21,MU6633,A321,D,556,2021/7/21 9:55,2021/7/21 10:05,2021/7/21 9:49
2021/7/21,MU5466,A20N,D,201,2021/7/21 9:55,2021/7/21 10:22,2021/7/21 9:48
2021/7/21,FM9111,B738,D,112,2021/7/21 9:55,2021/7/21 10:19,2021/7/21 9:51
2021/7/21,FM9349,B738,D,103,2021/7/21 10:00,2021/7/21 10:54,2021/7/21 10:33
2021/7/21,MU5525,A320,D,5,2021/7/21 10:00,2021/7/21 10:17,2021/7/21 9:55
2021/7/21,9C8965,A320,D,93,2021/7/21 10:00,2021/7/21 10:27,2021/7/21 10:04
2021/7/21,GA895,B77W,D,71,2021/7/21 10:05,2021/7/21 10:57,2021/7/21 10:35
2021/7/21,HO1055,A320,D,62,2021/7/21 10:10,2021/7/21 10:34,2021/7/21 10:11
2021/7/21,FM9509,B738,D,126,2021/7/21 10:15,2021/7/21 10:30,2021/7/21 10:10
2021/7/21,CZ5791,A332,D,175,2021/7/21 10:15,2021/7/21 11:29,2021/7/21 11:13
2021/7/21,MU6325,A20N,D,511,2021/7/21 10:20,2021/7/21 11:21,2021/7/21 11:08
2021/7/21,MU2551,B738,D,121,2021/7/21 10:20,2021/7/21 10:28,2021/7/21 10:17
2021/7/21,MU2441,A320,D,7,2021/7/21 10:20,2021/7/21 10:35,2021/7/21 10:20
2021/7/21,MU6141,B77W,D,114,2021/7/21 10:20,2021/7/21 10:37,2021/7/21 10:19
2021/7/21,MU2645,A321,D,143,2021/7/21 10:25,2021/7/21 12:25,2021/7/21 12:00
2021/7/21,MU2369,A321,D,106,2021/7/21 10:25,2021/7/21 10:37,2021/7/21 10:23
2021/7/21,HU7332,A333,D,149,2021/7/21 10:25,2021/7/21 11:10,2021/7/21 10:48
2021/7/21,HO1213,A321,D,88,2021/7/21 10:35,2021/7/21 11:37,2021/7/21 11:14
2021/7/21,MU6235,A321,D,133,2021/7/21 10:35,2021/7/21 10:42,2021/7/21 10:29
2021/7/21,MU5662,A321,D,118,2021/7/21 10:40,2021/7/21 10:55,2021/7/21 10:34
2021/7/21,MU6349,A321,D,105,2021/7/21 10:40,2021/7/21 13:29,2021/7/21 13:10
2021/7/21,CZ6522,A321,D,176,2021/7/21 10:40,2021/7/21 10:48,2021/7/21 10:36
2021/7/21,MU5589,A320,D,123,2021/7/21 10:40,2021/7/21 11:47,2021/7/21 11:23
2021/7/21,FM9382,B738,D,125,2021/7/21 10:45,2021/7/21 11:13,2021/7/21 10:59
2021/7/21,MU5289,A319,D,6,2021/7/21 10:45,2021/7/21 11:24,2021/7/21 10:57
2021/7/21,MU5219,A321,D,560,2021/7/21 10:45,2021/7/21 11:25,2021/7/21 11:02
2021/7/21,MU2401,B738,D,15,2021/7/21 10:50,2021/7/21 12:19,2021/7/21 11:53
2021/7/21,MU9925,A20N,D,12,2021/7/21 10:50,2021/7/21 14:08,2021/7/21 13:48
2021/7/21,FM9353,B738,D,144,2021/7/21 10:50,2021/7/21 11:54,2021/7/21 11:27
2021/7/21,MU6365,A20N,D,202,2021/7/21 10:55,2021/7/21 12:00,2021/7/21 11:40
2021/7/21,FM9187,B738,D,101,2021/7/21 10:55,2021/7/21 11:20,2021/7/21 10:59
2021/7/21,CA1554,A320,D,551,2021/7/21 10:55,2021/7/21 12:12,2021/7/21 11:59
2021/7/21,FM9191,B738,D,142,2021/7/21 10:55,2021/7/21 11:27,2021/7/21 11:08
2021/7/21,AC026,B77W,D,65,2021/7/21 10:55,2021/7/21 11:14,2021/7/21 11:00
2021/7/21,MU6077,A321,D,32,2021/7/21 11:00,2021/7/21 11:48,2021/7/21 11:20
2021/7/21,9C6379,A20N,D,166,2021/7/21 11:00,2021/7/21 11:44,2021/7/21 11:07
2021/7/21,MU5407,A321,D,131,2021/7/21 11:05,2021/7/21 11:27,2021/7/21 11:08
2021/7/21,HU7322,A333,D,189,2021/7/21 11:10,2021/7/21 11:36,2021/7/21 11:16
2021/7/21,FM9011,B738,D,586,2021/7/21 11:10,2021/7/21 11:14,2021/7/21 10:52
2021/7/21,FU6520,B738,D,180,2021/7/21 11:10,2021/7/21 11:27,2021/7/21 11:13
2021/7/21,FM9173,B738,D,132,2021/7/21 11:15,2021/7/21 11:45,2021/7/21 11:19
2021/7/21,MU5427,A321,D,109,2021/7/21 11:15,2021/7/21 11:29,2021/7/21 11:08
2021/7/21,MU9067,ARJ2,D,503,2021/7/21 11:15,2021/7/21 11:35,2021/7/21 11:10
2021/7/21,CZ3824,B737,D,184,2021/7/21 11:15,2021/7/21 11:33,2021/7/21 11:09
2021/7/21,MU9644,A319,D,559,2021/7/21 11:20,2021/7/21 17:56,2021/7/21 17:28
2021/7/21,MU5205,A20N,D,135,2021/7/21 11:20,2021/7/21 11:32,2021/7/21 11:14
2021/7/21,FM9125,B738,D,137,2021/7/21 11:20,2021/7/21 11:50,2021/7/21 11:24
2021/7/21,FM9429,B738,D,141,2021/7/21 11:25,2021/7/21 12:03,2021/7/21 11:40
2021/7/21,GS7882,A332,D,150,2021/7/21 11:25,2021/7/21 11:56,2021/7/21 11:36
2021/7/21,CA4504,A321,D,90,2021/7/21 11:30,2021/7/21 11:47,2021/7/21 11:22
2021/7/21,MU9894,A321,D,110,2021/7/21 11:30,2021/7/21 14:19,2021/7/21 14:02
2021/7/21,CA195,A333,D,87,2021/7/21 11:30,2021/7/21 12:32,2021/7/21 12:18
2021/7/21,KN2829,B738,D,107,2021/7/21 11:35,2021/7/21 14:14,2021/7/21 13:53
2021/7/21,MU6253,A20N,D,207,2021/7/21 11:35,2021/7/21 12:27,2021/7/21 12:10
2021/7/21,FM9197,B738,D,139,2021/7/21 11:35,2021/7/21 11:43,2021/7/21 11:30
2021/7/21,HO1053,A320,D,623,2021/7/21 11:40,2021/7/21 12:05,2021/7/21 11:34
2021/7/21,ZH9502,A333,D,57,2021/7/21 11:45,2021/7/21 13:41,2021/7/21 13:27
2021/7/21,9C8851,A320,D,187,2021/7/21 11:45,2021/7/21 12:12,2021/7/21 11:45
2021/7/21,CZ6258,A320,D,181,2021/7/21 11:50,2021/7/21 11:59,2021/7/21 11:47
2021/7/21,MU2669,B738,D,4,2021/7/21 11:50,2021/7/21 12:07,2021/7/21 11:42
2021/7/21,HU7722,A333,D,190,2021/7/21 11:55,2021/7/21 12:36,2021/7/21 12:23
2021/7/21,MU7717,B77W,D,508,2021/7/21 11:55,2021/7/21 11:52,2021/7/21 11:34
2021/7/21,Y8753Z,B738,D,188,2021/7/21 12:00,2021/7/21 18:18,2021/7/21 18:03
2021/7/21,ZH9524,A20N,D,50,2021/7/21 12:00,2021/7/21 14:11,2021/7/21 13:55
2021/7/21,MU5695,A319,D,136,2021/7/21 12:05,2021/7/21 12:14,2021/7/21 11:57
2021/7/21,9C6571,A320,D,163,2021/7/21 12:05,2021/7/21 12:29,2021/7/21 12:07
2021/7/21,MU5411,A332,D,9,2021/7/21 12:10,2021/7/21 12:32,2021/7/21 12:02
2021/7/21,MU5796,B738,D,6,2021/7/21 12:10,2021/7/21 12:56,2021/7/21 12:35
2021/7/21,HU7846,B789,D,155,2021/7/21 12:15,2021/7/21 16:36,2021/7/21 16:19
2021/7/21,MU5535,A320,D,8,2021/7/21 12:15,2021/7/21 12:42,2021/7/21 12:20
2021/7/21,MU2837,A320,D,562,2021/7/21 12:15,2021/7/21 13:47,2021/7/21 18:21
2021/7/21,MU9702,B738,D,2,2021/7/21 12:20,2021/7/21 13:21,2021/7/21 13:04
2021/7/21,CA8266,A320,D,94,2021/7/21 12:20,2021/7/21 12:34,2021/7/21 12:12
2021/7/21,CZ6504,A333,D,168,2021/7/21 12:20,2021/7/21 12:35,2021/7/21 12:21
2021/7/21,CZ6754,A332,D,151,2021/7/21 12:25,2021/7/21 12:38,2021/7/21 12:25
2021/7/21,CA1656,B738,D,86,2021/7/21 12:25,2021/7/21 12:42,2021/7/21 12:20
2021/7/21,HO1211,A321,D,56,2021/7/21 12:25,2021/7/21 17:29,2021/7/21 17:02
2021/7/21,MU5602,A320,D,138,2021/7/21 12:30,2021/7/21 13:15,2021/7/21 12:56
2021/7/21,8L9890,B738,D,156,2021/7/21 12:35,2021/7/21 12:48,2021/7/21 12:34
2021/7/21,PN6438,A319,D,174,2021/7/21 12:35,2021/7/21 12:52,2021/7/21 12:32
2021/7/21,CZ3516,B789,D,148,2021/7/21 12:40,2021/7/21 13:10,2021/7/21 12:46
2021/7/21,HO1079,A20N,D,91,2021/7/21 12:40,2021/7/21 13:04,2021/7/21 12:42
2021/7/21,CZ6542,A320,D,165,2021/7/21 12:45,2021/7/21 12:43,2021/7/21 12:33
2021/7/21,MU2007,A333,D,22,2021/7/21 12:50,2021/7/21 13:03,2021/7/21 12:46
2021/7/21,CA1041,B772,D,318,2021/7/21 12:50,2021/7/21 14:19,2021/7/21 13:55
2021/7/21,MU9061,ARJ2,D,511,2021/7/21 12:50,2021/7/21 13:01,2021/7/21 12:48
2021/7/21,CA4596,B738,D,62,2021/7/21 12:50,2021/7/21 12:59,2021/7/21 12:40
2021/7/21,9C8977,A320,D,160,2021/7/21 12:55,2021/7/21 13:05,2021/7/21 12:50
2021/7/21,KN2356,B738,D,134,2021/7/21 12:55,2021/7/21 13:06,2021/7/21 12:49
2021/7/21,MU5007,A332,D,24,2021/7/21 12:55,2021/7/21 13:14,2021/7/21 12:55
2021/7/21,MU5377,B77W,D,11,2021/7/21 12:55,2021/7/21 13:49,2021/7/21 13:20
2021/7/21,ET3739,B772,D,306,2021/7/21 13:00,2021/7/21 14:58,2021/7/21 14:36
2021/7/21,MU7583,A332,D,504,2021/7/21 13:00,2021/7/21 13:22,2021/7/21 12:58
2021/7/21,CZ6506,A320,D,167,2021/7/21 13:00,2021/7/21 13:14,2021/7/21 12:58
