航班日期,航班号,机型,起飞/到达,机位,计划起飞时间,实际起飞时间,实际下轮挡
2021/7/22,HO1185,A20N,D,623,2021/7/22 7:35,2021/7/22 7:46,2021/7/22 7:29
2021/7/22,CZ6374,A321,D,188,2021/7/22 7:35,2021/7/22 10:15,2021/7/22 10:00
2021/7/22,FM9171,B738,D,107,2021/7/22 7:40,2021/7/22 7:55,2021/7/22 7:30
2021/7/22,HO1173,A320,D,62,2021/7/22 7:40,2021/7/22 8:00,2021/7/22 7:30
2021/7/22,HO1181,A321,D,55,2021/7/22 7:40,2021/7/22 7:51,2021/7/22 7:31
2021/7/22,CZ3677,A321,D,181,2021/7/22 7:40,2021/7/22 7:55,2021/7/22 7:37
2021/7/22,MU5247,A319,D,6,2021/7/22 7:40,2021/7/22 7:55,2021/7/22 7:32
2021/7/22,MU5627,A20N,D,1,2021/7/22 7:45,2021/7/22 8:04,2021/7/22 7:36
2021/7/22,HO1245,A320,D,88,2021/7/22 7:45,2021/7/22 7:58,2021/7/22 7:36
2021/7/22,CZ5560,A321,D,177,2021/7/22 7:45,2021/7/22 9:32,2021/7/22 9:16
2021/7/22,CZ5789,A321,D,154,2021/7/22 7:50,2021/7/22 8:18,2021/7/22 7:53
2021/7/22,MU6243,A359,D,134,2021/7/22 7:50,2021/7/22 8:17,2021/7/22 8:03
2021/7/22,MU6511,A320,D,10,2021/7/22 7:50,2021/7/22 9:51,2021/7/22 9:32
2021/7/22,MU9718,B737,D,113,2021/7/22 7:55,2021/7/22 8:23,2021/7/22 8:06
2021/7/22,CZ8882,A333,D,816,2021/7/22 7:55,2021/7/22 8:19,2021/7/22 7:58
2021/7/22,HO1261,A320,D,56,2021/7/22 8:00,2021/7/22 8:18,2021/7/22 8:00
2021/7/22,HO1169,A321,D,92,2021/7/22 8:00,2021/7/22 8:11,2021/7/22 7:58
2021/7/22,HO1139,A320,D,86,2021/7/22 8:00,2021/7/22 8:12,2021/7/22 7:51
2021/7/22,FM9119,B738,D,121,2021/7/22 8:00,2021/7/22 8:27,2021/7/22 8:12
2021/7/22,MU5697,A20N,D,5,2021/7/22 8:05,2021/7/22 8:55,2021/7/22 8:34
2021/7/22,9C8731,A320,D,169,2021/7/22 8:05,2021/7/22 8:16,2021/7/22 7:56
2021/7/22,9C8823,A320,D,187,2021/7/22 8:10,2021/7/22 8:31,2021/7/22 8:09
2021/7/22,9C6265,A320,D,170,2021/7/22 8:10,2021/7/22 8:27,2021/7/22 8:04
2021/7/22,FM9409,B738,D,11,2021/7/22 8:10,2021/7/22 8:25,2021/7/22 8:02
2021/7/22,KN5978,B738,D,146,2021/7/22 8:15,2021/7/22 8:33,2021/7/22 8:12
2021/7/22,HO1175,A320,D,52,2021/7/22 8:15,2021/7/22 10:35,2021/7/22 10:11
2021/7/22,HO1009,A20N,D,97,2021/7/22 8:15,2021/7/22 8:28,2021/7/22 8:04
2021/7/22,CX3255,B748,D,310,2021/7/22 8:20,2021/7/22 9:25,2021/7/22 8:44
2021/7/22,9C8965,A320,D,155,2021/7/22 8:20,2021/7/22 8:34,2021/7/22 8:20
2021/7/22,HO1145,A320,D,82,2021/7/22 8:20,2021/7/22 8:14,2021/7/22 7:59
2021/7/22,CA1985,A320,D,60,2021/7/22 8:25,2021/7/22 9:19,2021/7/22 8:57
2021/7/22,CA1216,A333,D,89,2021/7/22 8:30,2021/7/22 8:52,2021/7/22 8:34
2021/7/22,MU5623,A321,D,147,2021/7/22 8:30,2021/7/22 12:16,2021/7/22 12:03
2021/7/22,MU5613,A20N,D,4,2021/7/22 8:30,2021/7/22 9:36,2021/7/22 9:12
2021/7/22,MU5203,A20N,D,133,2021/7/22 8:30,2021/7/22 10:14,2021/7/22 9:53
2021/7/22,CZ6510,A321,D,168,2021/7/22 8:30,2021/7/22 11:17,2021/7/22 11:02
2021/7/22,Y87505,B738,D,182,2021/7/22 8:35,2021/7/22 8:39,2021/7/22 8:28
2021/7/22,MU5441,A319,D,503,2021/7/22 8:35,2021/7/22 8:38,2021/7/22 8:26
2021/7/22,CA8679,A321,D,814,2021/7/22 8:35,2021/7/22 8:48,2021/7/22 8:30
2021/7/22,HO1073,A320,D,98,2021/7/22 8:40,2021/7/22 8:52,2021/7/22 8:36
2021/7/22,HO1109,A20N,D,812,2021/7/22 8:40,2021/7/22 9:04,2021/7/22 8:36
2021/7/22,CZ8617,A332,D,174,2021/7/22 8:40,2021/7/22 9:27,2021/7/22 9:08
2021/7/22,9C8843,A320,D,163,2021/7/22 8:40,2021/7/22 8:51,2021/7/22 8:37
2021/7/22,FM9385,B738,D,138,2021/7/22 8:45,2021/7/22 8:59,2021/7/22 8:37
2021/7/22,MU6221,A321,D,145,2021/7/22 8:45,2021/7/22 9:15,2021/7/22 8:54
2021/7/22,MU5505,A20N,D,569,2021/7/22 8:45,2021/7/22 8:53,2021/7/22 8:38
2021/7/22,HO1031,A321,D,624,2021/7/22 8:45,2021/7/22 9:43,2021/7/22 9:19
2021/7/22,9C6567,A320,D,162,2021/7/22 8:45,2021/7/22 9:06,2021/7/22 8:43
2021/7/22,FM9367,B738,D,555,2021/7/22 8:50,2021/7/22 9:24,2021/7/22 9:03
2021/7/22,FM9239,B738,D,202,2021/7/22 8:50,2021/7/22 9:01,2021/7/22 8:38
2021/7/22,MU7051,B77W,D,20,2021/7/22 8:55,2021/7/22 9:05,2021/7/22 8:45
2021/7/22,MU5195,A320,D,106,2021/7/22 8:55,2021/7/22 9:08,2021/7/22 8:48
2021/7/22,FM9139,B737,D,103,2021/7/22 9:00,2021/7/22 12:39,2021/7/22 12:16
2021/7/22,MU5437,A319,D,135,2021/7/22 9:00,2021/7/22 9:10,2021/7/22 8:50
2021/7/22,KN2316,B738,D,140,2021/7/22 9:00,2021/7/22 9:32,2021/7/22 9:13
2021/7/22,FM9305,B738,D,142,2021/7/22 9:05,2021/7/22 9:17,2021/7/22 8:57
2021/7/22,CA1943,A359,D,809,2021/7/22 9:05,2021/7/22 9:17,2021/7/22 8:58
2021/7/22,MU7892,B737,D,201,2021/7/22 9:05,2021/7/22 9:13,2021/7/22 8:54
2021/7/22,MU5403,B77W,D,15,2021/7/22 9:10,2021/7/22 9:26,2021/7/22 9:11
2021/7/22,MU5279,A359,D,117,2021/7/22 9:10,2021/7/22 9:24,2021/7/22 9:07
2021/7/22,FM9335,B738,D,126,2021/7/22 9:10,2021/7/22 10:21,2021/7/22 10:03
2021/7/22,MU5333,A321,D,115,2021/7/22 9:10,2021/7/22 9:30,2021/7/22 9:04
2021/7/22,FM9345,B738,D,101,2021/7/22 9:10,2021/7/22 9:22,2021/7/22 9:04
2021/7/22,CA8317,A320,D,51,2021/7/22 9:15,2021/7/22 12:23,2021/7/22 12:01
2021/7/22,MU2179,A20N,D,122,2021/7/22 9:15,2021/7/22 9:45,2021/7/22 9:17
2021/7/22,MU6445,A319,D,119,2021/7/22 9:15,2021/7/22 9:36,2021/7/22 9:15
2021/7/22,FM9417,B738,D,108,2021/7/22 9:20,2021/7/22 9:39,2021/7/22 9:21
2021/7/22,MU6369,A320,D,210,2021/7/22 9:20,2021/7/22 9:30,2021/7/22 9:12
2021/7/22,9C6445,A320,D,166,2021/7/22 9:20,2021/7/22 9:48,2021/7/22 9:28
2021/7/22,MU6447,A319,D,109,2021/7/22 9:25,2021/7/22 10:32,2021/7/22 10:14
2021/7/22,FM9437,B738,D,112,2021/7/22 9:25,2021/7/22 9:54,2021/7/22 9:37
2021/7/22,MU5465,A320,D,132,2021/7/22 9:30,2021/7/22 9:58,2021/7/22 9:42
2021/7/22,HO1179,A321,D,58,2021/7/22 9:40,2021/7/22 10:47,2021/7/22 10:29
2021/7/22,MU7769,A359,D,505,2021/7/22 9:40,2021/7/22 10:00,2021/7/22 9:40
2021/7/22,MU5493,A319,D,144,2021/7/22 9:45,2021/7/22 9:56,2021/7/22 9:37
2021/7/22,FM875,B738,D,30,2021/7/22 9:45,2021/7/22 10:00,2021/7/22 9:41
2021/7/22,MU5189,A321,D,131,2021/7/22 9:45,2021/7/22 10:58,2021/7/22 10:34
2021/7/22,FM9349,B738,D,12,2021/7/22 9:50,2021/7/22 10:08,2021/7/22 9:50
2021/7/22,HO1093,A321,D,622,2021/7/22 9:50,2021/7/22 10:12,2021/7/22 9:47
2021/7/22,CA4592,A320,D,802,2021/7/22 9:50,2021/7/22 10:05,2021/7/22 9:43
2021/7/22,MU6633,A321,D,104,2021/7/22 9:55,2021/7/22 10:24,2021/7/22 10:06
2021/7/22,MU5573,A320,D,114,2021/7/22 9:55,2021/7/22 10:17,2021/7/22 9:54
2021/7/22,MU5466,A20N,D,141,2021/7/22 9:55,2021/7/22 10:21,2021/7/22 10:03
2021/7/22,CA8954,B738,D,55,2021/7/22 9:55,2021/7/22 10:35,2021/7/22 10:26
2021/7/22,9C8895,A320,D,149,2021/7/22 10:00,2021/7/22 10:20,2021/7/22 9:57
2021/7/22,CZ5791,A332,D,151,2021/7/22 10:00,2021/7/22 10:28,2021/7/22 10:10
2021/7/22,GA895,B77W,D,59,2021/7/22 10:05,2021/7/22 11:48,2021/7/22 11:31
2021/7/22,HO1061,A321,D,95,2021/7/22 10:05,2021/7/22 10:32,2021/7/22 10:13
2021/7/22,FM9509,B738,D,107,2021/7/22 10:15,2021/7/22 11:15,2021/7/22 10:55
2021/7/22,MU567,B789,D,21,2021/7/22 10:15,2021/7/22 10:27,2021/7/22 10:07
2021/7/22,MU6141,B77W,D,120,2021/7/22 10:20,2021/7/22 10:39,2021/7/22 10:17
2021/7/22,MU6325,A20N,D,8,2021/7/22 10:20,2021/7/22 10:42,2021/7/22 10:13
2021/7/22,MU2551,B738,D,105,2021/7/22 10:20,2021/7/22 10:38,2021/7/22 10:15
2021/7/22,MU9901,A320,D,211,2021/7/22 10:20,2021/7/22 10:33,2021/7/22 10:15
2021/7/22,MU2369,A20N,D,116,2021/7/22 10:25,2021/7/22 10:43,2021/7/22 10:21
2021/7/22,HU7332,A333,D,190,2021/7/22 10:25,2021/7/22 10:48,2021/7/22 10:31
2021/7/22,MU6235,A321,D,14,2021/7/22 10:35,2021/7/22 10:47,2021/7/22 10:28
2021/7/22,CZ6522,A321,D,176,2021/7/22 10:40,2021/7/22 12:01,2021/7/22 11:49
2021/7/22,MU6349,A321,D,561,2021/7/22 10:40,2021/7/22 10:52,2021/7/22 10:33
2021/7/22,MU5662,A321,D,135,2021/7/22 10:40,2021/7/22 11:02,2021/7/22 10:46
2021/7/22,FM9382,B738,D,113,2021/7/22 10:45,2021/7/22 11:13,2021/7/22 10:54
2021/7/22,FM9187,B738,D,143,2021/7/22 10:45,2021/7/22 10:57,2021/7/22 10:37
2021/7/22,MU5511,A320,D,110,2021/7/22 10:45,2021/7/22 11:00,2021/7/22 10:41
2021/7/22,9C6379,A320,D,165,2021/7/22 10:45,2021/7/22 11:16,2021/7/22 10:56
2021/7/22,MU5219,A321,D,129,2021/7/22 10:45,2021/7/22 11:01,2021/7/22 10:46
2021/7/22,MU2401,B738,D,7,2021/7/22 10:50,2021/7/22 11:38,2021/7/22 11:18
2021/7/22,MU9925,A320,D,572,2021/7/22 10:50,2021/7/22 11:12,2021/7/22 10:53
2021/7/22,FM9353,B738,D,502,2021/7/22 10:50,2021/7/22 11:05,2021/7/22 10:46
2021/7/22,MU6365,A20N,D,2,2021/7/22 10:55,2021/7/22 11:12,2021/7/22 10:53
2021/7/22,FM9191,B738,D,118,2021/7/22 10:55,2021/7/22 12:30,2021/7/22 12:13
2021/7/22,CA1554,A320,D,50,2021/7/22 10:55,2021/7/22 11:23,2021/7/22 10:52
2021/7/22,MU5407,A321,D,123,2021/7/22 10:55,2021/7/22 11:04,2021/7/22 10:51
2021/7/22,MU6077,A321,D,27,2021/7/22 11:00,2021/7/22 11:24,2021/7/22 11:03
2021/7/22,CA629,A359,D,83,2021/7/22 11:00,2021/7/22 11:09,2021/7/22 10:55
2021/7/22,MU5289,A321,D,121,2021/7/22 11:00,2021/7/22 11:36,2021/7/22 11:20
2021/7/22,CA929,A332,D,85,2021/7/22 11:00,2021/7/22 11:15,2021/7/22 11:04
2021/7/22,MU5369,A20N,D,555,2021/7/22 11:10,2021/7/22 13:19,2021/7/22 12:58
2021/7/22,FU6520,B738,D,171,2021/7/22 11:10,2021/7/22 11:24,2021/7/22 11:11
2021/7/22,HU7322,A333,D,150,2021/7/22 11:10,2021/7/22 11:37,2021/7/22 11:21
2021/7/22,CZ3824,B737,D,185,2021/7/22 11:15,2021/7/22 11:50,2021/7/22 11:20
2021/7/22,FM9173,B738,D,4,2021/7/22 11:15,2021/7/22 11:43,2021/7/22 11:15
2021/7/22,MU9067,ARJ2,D,512,2021/7/22 11:15,2021/7/22 11:29,2021/7/22 11:11
2021/7/22,MU5427,A321,D,1,2021/7/22 11:15,2021/7/22 11:35,2021/7/22 11:13
2021/7/22,FM9125,B738,D,106,2021/7/22 11:20,2021/7/22 11:48,2021/7/22 11:22
2021/7/22,MU9644,A320,D,570,2021/7/22 11:20,2021/7/22 12:44,2021/7/22 12:27
2021/7/22,FM9429,B738,D,125,2021/7/22 11:25,2021/7/22 12:23,2021/7/22 12:06
2021/7/22,MU5205,A20N,D,115,2021/7/22 11:25,2021/7/22 11:41,2021/7/22 11:16
2021/7/22,HO1211,A321,D,84,2021/7/22 11:25,2021/7/22 11:45,2021/7/22 11:17
2021/7/22,CA4504,A332,D,89,2021/7/22 11:30,2021/7/22 11:56,2021/7/22 11:28
2021/7/22,MU9894,A321,D,5,2021/7/22 11:30,2021/7/22 12:05,2021/7/22 11:39
2021/7/22,MU507,A321,D,28,2021/7/22 11:30,2021/7/22 12:44,2021/7/22 12:19
2021/7/22,FM9197,B738,D,132,2021/7/22 11:35,2021/7/22 14:29,2021/7/22 14:14
2021/7/22,MU6253,A20N,D,10,2021/7/22 11:35,2021/7/22 12:19,2021/7/22 11:58
2021/7/22,KN2829,B738,D,563,2021/7/22 11:35,2021/7/22 11:55,2021/7/22 11:30
2021/7/22,HO1053,A321,D,92,2021/7/22 11:40,2021/7/22 12:01,2021/7/22 11:33
2021/7/22,ZH9502,A333,D,57,2021/7/22 11:45,2021/7/22 12:09,2021/7/22 11:58
2021/7/22,CZ6258,A320,D,170,2021/7/22 11:50,2021/7/22 12:35,2021/7/22 12:19
2021/7/22,9C6583,A320,D,159,2021/7/22 11:50,2021/7/22 14:27,2021/7/22 14:14
2021/7/22,MU2669,B738,D,137,2021/7/22 11:50,2021/7/22 13:15,2021/7/22 12:52
2021/7/22,HU7722,A333,D,189,2021/7/22 11:55,2021/7/22 12:52,2021/7/22 12:30
2021/7/22,9C8967,A320,D,157,2021/7/22 12:00,2021/7/22 12:15,2021/7/22 12:02
2021/7/22,MU5621,A319,D,3,2021/7/22 12:05,2021/7/22 13:03,2021/7/22 12:40
2021/7/22,9C6355,A320,D,162,2021/7/22 12:05,2021/7/22 12:18,2021/7/22 12:02
2021/7/22,CZ6504,A321,D,179,2021/7/22 12:05,2021/7/22 12:43,2021/7/22 12:26
2021/7/22,MU5411,A332,D,102,2021/7/22 12:10,2021/7/22 12:27,2021/7/22 12:06
2021/7/22,MU5796,B738,D,15,2021/7/22 12:10,2021/7/22 12:36,2021/7/22 12:20
2021/7/22,CZ3652,B738,D,181,2021/7/22 12:10,2021/7/22 14:12,2021/7/22 13:54
2021/7/22,MU2837,A320,D,117,2021/7/22 12:15,2021/7/22 12:29,2021/7/22 12:21
2021/7/22,MU5535,A320,D,119,2021/7/22 12:15,2021/7/22 12:49,2021/7/22 12:28
2021/7/22,CA8266,A320,D,94,2021/7/22 12:20,2021/7/22 12:19,2021/7/22 12:08
2021/7/22,MU9702,B738,D,112,2021/7/22 12:20,2021/7/22 12:40,2021/7/22 12:23
2021/7/22,MU7049,B77W,D,303,2021/7/22 12:20,2021/7/22 12:42,2021/7/22 12:11
2021/7/22,CA1656,B737,D,60,2021/7/22 12:25,2021/7/22 12:50,2021/7/22 12:24
2021/7/22,CZ6754,A332,D,148,2021/7/22 12:25,2021/7/22 12:31,2021/7/22 12:15
2021/7/22,MU7709,A359,D,306,2021/7/22 12:30,2021/7/22 12:41,2021/7/22 12:26
2021/7/22,MU5602,A320,D,120,2021/7/22 12:30,2021/7/22 12:49,2021/7/22 12:35
2021/7/22,PN6438,A20N,D,187,2021/7/22 12:35,2021/7/22 12:56,2021/7/22 12:43
2021/7/22,8L9890,B738,D,182,2021/7/22 12:35,2021/7/22 12:46,2021/7/22 12:29
2021/7/22,CZ3516,B789,D,190,2021/7/22 12:40,2021/7/22 13:09,2021/7/22 12:48
2021/7/22,CZ6542,A320,D,154,2021/7/22 12:45,2021/7/22 13:52,2021/7/22 13:39
2021/7/22,MU9061,ARJ2,D,501,2021/7/22 12:50,2021/7/22 13:31,2021/7/22 12:58
2021/7/22,CA4596,B738,D,96,2021/7/22 12:50,2021/7/22 13:43,2021/7/22 13:33
2021/7/22,HO1187,A321,D,806,2021/7/22 12:50,2021/7/22 13:26,2021/7/22 13:04
2021/7/22,MU2007,A332,D,19,2021/7/22 12:50,2021/7/22 12:59,2021/7/22 12:44
2021/7/22,9C6755,A320,D,173,2021/7/22 12:55,2021/7/22 14:02,2021/7/22 13:44
2021/7/22,MU5007,A332,D,18,2021/7/22 12:55,2021/7/22 13:17,2021/7/22 12:52
2021/7/22,CZ6506,A320,D,188,2021/7/22 13:00,2021/7/22 14:40,2021/7/22 14:27
2021/7/22,HO1017,A20N,D,86,2021/7/22 13:00,2021/7/22 13:03,2021/7/22 12:50
2021/7/22,MU6399,A320,D,208,2021/7/22 13:00,2021/7/22 13:24,2021/7/22 13:07
2021/7/22,MU7583,A332,D,504,2021/7/22 13:00,2021/7/22 13:05,2021/7/22 12:45
2021/7/22,MU5377,B77W,D,139,2021/7/22 13:05,2021/7/22 13:21,2021/7/22 12:58
2021/7/22,MU7171,B77W,D,204,2021/7/22 13:05,2021/7/22 13:44,2021/7/22 13:09
2021/7/22,CZ6534,A321,D,177,2021/7/22 13:05,2021/7/22 13:31,2021/7/22 12:59
2021/7/22,NX101,A21N,D,82,2021/7/22 13:10,2021/7/22 13:44,2021/7/22 13:18
2021/7/22,NH8434,B763,D,611,2021/7/22 13:10,2021/7/22 13:37,2021/7/22 13:10
2021/7/22,CA1666,B737,D,55,2021/7/22 13:10,2021/7/22 14:37,2021/7/22 14:17
2021/7/22,GS6588,A320,D,149,2021/7/22 13:15,2021/7/22 13:35,2021/7/22 13:10
2021/7/22,ZH9506,A333,D,809,2021/7/22 13:15,2021/7/22 13:40,2021/7/22 13:20
2021/7/22,FM9085,B738,D,8,2021/7/22 13:20,2021/7/22 13:28,2021/7/22 13:15
2021/7/22,KN2219,B737,D,2,2021/7/22 13:20,2021/7/22 13:36,2021/7/22 13:17
2021/7/22,HO1199,A321,D,93,2021/7/22 13:25,2021/7/22 13:32,2021/7/22 13:16
2021/7/22,CX367,B77W,D,87,2021/7/22 13:25,2021/7/22 15:28,2021/7/22 15:11
2021/7/22,HO1223,A320,D,98,2021/7/22 13:25,2021/7/22 13:34,2021/7/22 13:17
2021/7/22,FM9225,B738,D,7,2021/7/22 13:30,2021/7/22 13:40,2021/7/22 13:27
2021/7/22,CZ6752,A21N,D,180,2021/7/22 13:30,2021/7/22 13:49,2021/7/22 13:27
2021/7/22,MU5676,B738,D,4,2021/7/22 13:30,2021/7/22 14:00,2021/7/22 13:42
2021/7/22,9C8867,A320,D,164,2021/7/22 13:35,2021/7/22 13:47,2021/7/22 13:34
2021/7/22,HO1191,A320,D,52,2021/7/22 13:40,2021/7/22 14:51,2021/7/22 14:35
2021/7/22,9C8847,A20N,D,163,2021/7/22 13:40,2021/7/22 14:07,2021/7/22 13:44
2021/7/22,HO1039,A320,D,56,2021/7/22 13:45,2021/7/22 14:05,2021/7/22 13:40
2021/7/22,HO1233,A321,D,58,2021/7/22 13:45,2021/7/22 13:54,2021/7/22 13:32
2021/7/22,CA4514,A332,D,813,2021/7/22 13:50,2021/7/22 14:07,2021/7/22 13:47
2021/7/22,CZ3852,B738,D,157,2021/7/22 13:50,2021/7/22 14:20,2021/7/22 14:11
2021/7/22,9C6827,A320,D,165,2021/7/22 13:50,2021/7/22 14:18,2021/7/22 13:53
2021/7/22,MU6331,A20N,D,108,2021/7/22 13:50,2021/7/22 14:16,2021/7/22 13:52
2021/7/22,MU2534,B738,D,136,2021/7/22 13:50,2021/7/22 13:59,2021/7/22 13:43
2021/7/22,FM9193,B738,D,12,2021/7/22 13:55,2021/7/22 15:28,2021/7/22 15:03
2021/7/22,FM9133,B738,D,123,2021/7/22 13:55,2021/7/22 14:21,2021/7/22 14:03
2021/7/22,FM9293,B738,D,126,2021/7/22 14:00,2021/7/22 14:04,2021/7/22 13:51
2021/7/22,MU2683,B738,D,116,2021/7/22 14:00,2021/7/22 14:12,2021/7/22 13:48
2021/7/22,HO1249,A320,D,566,2021/7/22 14:05,2021/7/22 16:10,2021/7/22 15:53
2021/7/22,FM9326,B738,D,9,2021/7/22 14:05,2021/7/22 14:29,2021/7/22 14:08
2021/7/22,CZ8511,A320,D,174,2021/7/22 14:05,2021/7/22 14:35,2021/7/22 14:10
2021/7/22,CZ3658,B738,D,183,2021/7/22 14:10,2021/7/22 14:24,2021/7/22 14:07
2021/7/22,MU9716,B737,D,5,2021/7/22 14:10,2021/7/22 14:23,2021/7/22 14:01
2021/7/22,HO1157,A320,D,810,2021/7/22 14:15,2021/7/22 14:31,2021/7/22 14:14
2021/7/22,FM9161,B737,D,6,2021/7/22 14:15,2021/7/22 14:34,2021/7/22 14:19
2021/7/22,MU5611,A20N,D,122,2021/7/22 14:15,2021/7/22 14:33,2021/7/22 14:16
2021/7/22,MU5501,B738,D,1,2021/7/22 14:20,2021/7/22 14:35,2021/7/22 14:11
2021/7/22,9C8629,A320,D,167,2021/7/22 14:25,2021/7/22 14:41,2021/7/22 14:22
2021/7/22,MU6967,A321,D,113,2021/7/22 14:30,2021/7/22 14:57,2021/7/22 14:42
2021/7/22,9C8733,A320,D,160,2021/7/22 14:35,2021/7/22 14:46,2021/7/22 14:29
2021/7/22,FM9211,B738,D,559,2021/7/22 14:35,2021/7/22 14:50,2021/7/22 14:33
2021/7/22,9C6807,A320,D,187,2021/7/22 14:40,2021/7/22 15:03,2021/7/22 14:44
2021/7/22,9C8849,A320,D,170,2021/7/22 14:50,2021/7/22 15:39,2021/7/22 15:23
2021/7/22,HO1247,B789,D,811,2021/7/22 14:50,2021/7/22 15:16,2021/7/22 14:55
2021/7/22,CZ3095,A333,D,59,2021/7/22 14:50,2021/7/22 16:53,2021/7/22 16:37
2021/7/22,9C8935,A320,D,156,2021/7/22 14:55,2021/7/22 15:21,2021/7/22 15:00
2021/7/22,HO1229,A321,D,625,2021/7/22 14:55,2021/7/22 15:07,2021/7/22 14:47
2021/7/22,FM9371,B738,D,133,2021/7/22 14:55,2021/7/22 14:59,2021/7/22 14:47
2021/7/22,HO1107,A320,D,97,2021/7/22 14:55,2021/7/22 15:05,2021/7/22 14:47
2021/7/22,9C6815,A320,D,166,2021/7/22 15:00,2021/7/22 15:11,2021/7/22 14:56
2021/7/22,HO1275,A321,D,60,2021/7/22 15:00,2021/7/22 17:16,2021/7/22 16:50
2021/7/22,MU5607,A321,D,114,2021/7/22 15:00,2021/7/22 16:10,2021/7/22 15:43
2021/7/22,MU5231,A321,D,105,2021/7/22 15:00,2021/7/22 15:24,2021/7/22 15:06
2021/7/22,MU5225,A321,D,129,2021/7/22 15:00,2021/7/22 15:13,2021/7/22 15:00
2021/7/22,FM9399,B738,D,15,2021/7/22 15:05,2021/7/22 15:14,2021/7/22 14:59
2021/7/22,FM9143,B738,D,121,2021/7/22 15:05,2021/7/22 15:45,2021/7/22 15:30
2021/7/22,CA1975,A321,D,586,2021/7/22 15:10,2021/7/22 16:02,2021/7/22 15:43
2021/7/22,HO1183,A20N,D,51,2021/7/22 15:10,2021/7/22 16:22,2021/7/22 16:04
2021/7/22,CA1937,A320,D,626,2021/7/22 15:15,2021/7/22 17:40,2021/7/22 16:54
2021/7/22,HO1297,A321,D,63,2021/7/22 15:15,2021/7/22 15:41,2021/7/22 15:20
2021/7/22,9C8901,A320,D,169,2021/7/22 15:25,2021/7/22 15:55,2021/7/22 15:31
2021/7/22,HO1121,A321,D,95,2021/7/22 15:25,2021/7/22 15:33,2021/7/22 15:19
2021/7/22,MU6271,A321,D,146,2021/7/22 15:30,2021/7/22 15:42,2021/7/22 15:24
2021/7/22,9C8869,A320,D,155,2021/7/22 15:30,2021/7/22 15:59,2021/7/22 15:43
2021/7/22,CZ6799,A332,D,168,2021/7/22 15:35,2021/7/22 16:30,2021/7/22 15:43
2021/7/22,HO1071,A320,D,96,2021/7/22 15:35,2021/7/22 17:27,2021/7/22 16:50
2021/7/22,MU5265,A20N,D,145,2021/7/22 15:35,2021/7/22 15:55,2021/7/22 15:31
2021/7/22,CZ6210,A321,D,171,2021/7/22 15:35,2021/7/22 16:47,2021/7/22 16:37
2021/7/22,MU5574,A320,D,4,2021/7/22 15:40,2021/7/22 16:02,2021/7/22 15:34
2021/7/22,HO1035,A320,D,98,2021/7/22 15:40,2021/7/22 15:44,2021/7/22 15:29
2021/7/22,MU5267,A319,D,101,2021/7/22 15:40,2021/7/22 15:51,2021/7/22 15:32
2021/7/22,MU6463,A319,D,110,2021/7/22 15:40,2021/7/22 16:05,2021/7/22 15:43
2021/7/22,MU9063,ARJ2,D,502,2021/7/22 15:45,2021/7/22 16:15,2021/7/22 15:54
2021/7/22,CA1973,A321,D,92,2021/7/22 15:45,2021/7/22 15:55,2021/7/22 15:37
2021/7/22,MU5201,A319,D,135,2021/7/22 15:45,2021/7/22 16:07,2021/7/22 15:46
2021/7/22,MU5281,A320,D,7,2021/7/22 15:50,2021/7/22 16:01,2021/7/22 15:42
2021/7/22,CZ6524,A320,D,185,2021/7/22 15:50,2021/7/22 16:05,2021/7/22 15:44
2021/7/22,AC7292,B77W,D,77,2021/7/22 15:55,2021/7/22 15:51,2021/7/22 15:42
2021/7/22,9C6617,A320,D,177,2021/7/22 15:55,2021/7/22 17:15,2021/7/22 17:02
2021/7/22,FM9215,B738,D,9,2021/7/22 16:00,2021/7/22 16:19,2021/7/22 15:52
2021/7/22,EB985,A332,D,307,2021/7/22 16:00,2021/7/22 16:31,2021/7/22 16:05
2021/7/22,FM9189,B738,D,10,2021/7/22 16:00,2021/7/22 16:26,2021/7/22 16:01
2021/7/22,CZ8884,A321,D,176,2021/7/22 16:00,2021/7/22 17:55,2021/7/22 17:19
2021/7/22,HO1165,A320,D,52,2021/7/22 16:00,2021/7/22 16:17,2021/7/22 15:57
2021/7/22,CA1949,A333,D,816,2021/7/22 16:05,2021/7/22 16:16,2021/7/22 16:00
2021/7/22,FM9179,B738,D,115,2021/7/22 16:05,2021/7/22 16:59,2021/7/22 16:41
2021/7/22,HO1095,A320,D,94,2021/7/22 16:10,2021/7/22 16:20,2021/7/22 16:06
2021/7/22,MU2354,A321,D,107,2021/7/22 16:10,2021/7/22 16:49,2021/7/22 16:27
2021/7/22,CA1884,A333,D,89,2021/7/22 16:10,2021/7/22 16:51,2021/7/22 16:24
2021/7/22,CA1969,A321,D,86,2021/7/22 16:10,2021/7/22 16:22,2021/7/22 16:10
2021/7/22,MU6477,A20N,D,3,2021/7/22 16:15,2021/7/22 16:38,2021/7/22 16:12
2021/7/22,FM9267,B737,D,104,2021/7/22 16:15,2021/7/22 16:29,2021/7/22 16:11
2021/7/22,CZ3968,B788,D,189,2021/7/22 16:15,2021/7/22 16:54,2021/7/22 16:32
2021/7/22,CZ6516,A321,D,153,2021/7/22 16:15,2021/7/22 17:09,2021/7/22 16:54
2021/7/22,CZ3580,B738,D,182,2021/7/22 16:20,2021/7/22 16:34,2021/7/22 16:15
