航班日期,航班号,机型,起飞/到达,机位,计划时间,实际时间,实际上轮挡,计划起飞时间,实际起飞时间
2021/7/21,HU7408,A333,A,190,2021/7/21 0:05,2021/7/21 0:00,2021/7/21 0:09,2021/7/20 23:15,2021/7/20 23:10
2021/7/21,NH8431,B772,A,613,2021/7/21 0:05,2021/7/20 23:42,2021/7/20 23:55,2021/7/20 23:15,2021/7/20 22:52
2021/7/21,QR8960,B772,A,303,2021/7/21 0:10,2021/7/21 1:31,2021/7/21 1:40,2021/7/20 23:20,2021/7/21 0:41
2021/7/21,TK6526,B772,A,301,2021/7/21 0:10,2021/7/21 0:25,2021/7/21 0:36,2021/7/20 23:20,2021/7/20 23:35
2021/7/21,HO1076,A321,A,801,2021/7/21 0:10,2021/7/20 23:36,2021/7/20 23:49,2021/7/20 23:20,2021/7/20 22:46
2021/7/21,MU9070,ARJ2,A,501,2021/7/21 0:10,2021/7/20 23:52,2021/7/21 0:10,2021/7/20 23:20,2021/7/20 23:02
2021/7/21,SV990,B772,A,302,2021/7/21 0:10,2021/7/21 0:54,2021/7/21 1:05,2021/7/20 23:20,2021/7/21 0:04
2021/7/21,CZ6216,A321,A,187,2021/7/21 0:10,2021/7/21 1:13,2021/7/21 1:26,2021/7/20 23:20,2021/7/21 0:23
2021/7/21,FM9136,B738,A,135,2021/7/21 0:15,2021/7/20 23:54,2021/7/21 0:03,2021/7/20 23:25,2021/7/20 23:04
2021/7/21,MU6254,A20N,A,1,2021/7/21 0:15,2021/7/20 23:30,2021/7/20 23:47,2021/7/20 23:25,2021/7/20 22:40
2021/7/21,9C8630,A320,A,173,2021/7/21 0:20,2021/7/20 23:28,2021/7/20 23:42,2021/7/20 23:30,2021/7/20 22:38
2021/7/21,CZ3586,A332,A,150,2021/7/21 0:20,2021/7/21 2:23,2021/7/21 2:36,2021/7/20 23:30,2021/7/21 1:33
2021/7/21,MU5652,A20N,A,115,2021/7/21 0:20,2021/7/21 0:58,2021/7/21 1:10,2021/7/20 23:30,2021/7/21 0:08
2021/7/21,HO1168,A321,A,50,2021/7/21 0:25,2021/7/21 0:12,2021/7/21 0:21,2021/7/20 23:35,2021/7/20 23:22
2021/7/21,MU9344,B789,A,21,2021/7/21 0:25,2021/7/21 0:43,2021/7/21 0:52,2021/7/20 23:35,2021/7/20 23:53
2021/7/21,MU6064,A20N,A,5,2021/7/21 0:25,2021/7/21 1:27,2021/7/21 1:42,2021/7/20 23:35,2021/7/21 0:37
2021/7/21,IR4706,B742,A,319,2021/7/21 0:25,2021/7/21 0:32,2021/7/21 0:40,2021/7/20 23:35,2021/7/20 23:42
2021/7/21,HO1224,A320,A,813,2021/7/21 0:25,2021/7/21 0:48,2021/7/21 0:58,2021/7/20 23:35,2021/7/20 23:58
2021/7/21,9C6154,A321,A,154,2021/7/21 0:25,2021/7/21 0:17,2021/7/21 0:33,2021/7/20 23:35,2021/7/20 23:27
2021/7/21,HO1188,A321,A,803,2021/7/21 0:30,2021/7/20 23:46,2021/7/20 23:56,2021/7/20 23:40,2021/7/20 22:56
2021/7/21,HO1278,A20N,A,97,2021/7/21 0:30,2021/7/21 1:52,2021/7/21 2:01,2021/7/20 23:40,2021/7/21 1:02
2021/7/21,FM9370,B738,A,103,2021/7/21 0:30,2021/7/20 23:52,2021/7/21 0:05,2021/7/20 23:40,2021/7/20 23:02
2021/7/21,HU7494,B738,A,179,2021/7/21 0:35,2021/7/21 1:14,2021/7/21 1:28,2021/7/20 23:45,2021/7/21 0:24
2021/7/21,HO1040,A320,A,84,2021/7/21 0:35,2021/7/21 0:57,2021/7/21 21:54,2021/7/20 23:45,2021/7/21 0:07
2021/7/21,HO1026,A320,A,94,2021/7/21 0:35,2021/7/21 0:34,2021/7/21 0:46,2021/7/20 23:45,2021/7/20 23:44
2021/7/21,N8697,B744,A,331,2021/7/21 0:35,2021/7/21 0:45,2021/7/21 1:07,2021/7/20 23:45,2021/7/20 23:55
2021/7/21,NH8497,B788,A,616,2021/7/21 0:35,2021/7/21 1:24,2021/7/21 1:37,2021/7/20 23:45,2021/7/21 0:34
2021/7/21,MU5612,A20N,A,7,2021/7/21 0:40,2021/7/21 0:32,2021/7/21 0:46,2021/7/20 23:50,2021/7/20 23:42
2021/7/21,MU6780,A320,A,562,2021/7/21 0:40,2021/7/21 2:16,2021/7/21 2:26,2021/7/20 23:50,2021/7/21 1:26
2021/7/21,HO1222,A320,A,98,2021/7/21 0:40,2021/7/21 0:42,2021/7/21 0:53,2021/7/20 23:50,2021/7/20 23:52
2021/7/21,Y87510,B738,A,169,2021/7/21 0:45,2021/7/21 1:29,2021/7/21 1:36,2021/7/20 23:55,2021/7/21 0:39
2021/7/21,HO1118,A320,A,96,2021/7/21 0:45,2021/7/21 0:55,2021/7/21 1:03,2021/7/20 23:55,2021/7/21 0:05
2021/7/21,FM9218,B738,A,2,2021/7/21 0:45,2021/7/21 3:03,2021/7/21 3:18,2021/7/20 23:55,2021/7/21 2:13
2021/7/21,9C6818,A320,A,162,2021/7/21 0:50,2021/7/21 1:18,2021/7/21 1:24,2021/7/21 0:00,2021/7/21 0:28
2021/7/21,HO1172,A321,A,810,2021/7/21 0:50,2021/7/21 0:33,2021/7/21 0:41,2021/7/21 0:00,2021/7/20 23:43
2021/7/21,HO1154,A320,A,816,2021/7/21 0:50,2021/7/21 1:00,2021/7/21 1:11,2021/7/21 0:00,2021/7/21 0:10
2021/7/21,CA1994,A321,A,802,2021/7/21 0:55,2021/7/21 3:32,2021/7/21 3:42,2021/7/21 0:05,2021/7/21 2:42
2021/7/21,9C8698,A320,A,148,2021/7/21 1:00,2021/7/21 1:07,2021/7/21 1:16,2021/7/21 0:10,2021/7/21 0:17
2021/7/21,EY935,B772,A,318,2021/7/21 1:00,2021/7/21 0:22,2021/7/21 0:29,2021/7/21 0:10,2021/7/20 23:32
2021/7/21,MU5640,A20N,A,201,2021/7/21 1:00,2021/7/21 0:28,2021/7/21 0:41,2021/7/21 0:10,2021/7/20 23:38
2021/7/21,MU9743,B737,A,626,2021/7/21 1:05,2021/7/21 2:54,2021/7/21 3:15,2021/7/21 0:15,2021/7/21 2:04
2021/7/21,HO1196,A321,A,86,2021/7/21 1:05,2021/7/21 0:19,2021/7/21 0:30,2021/7/21 0:15,2021/7/20 23:29
2021/7/21,HO1228,A320,A,51,2021/7/21 1:10,2021/7/21 0:40,2021/7/21 0:51,2021/7/21 0:20,2021/7/20 23:50
2021/7/21,9C6756,A320,A,806,2021/7/21 1:10,2021/7/21 2:50,2021/7/21 3:01,2021/7/21 0:20,2021/7/21 2:00
2021/7/21,MU6514,A20N,A,140,2021/7/21 1:15,2021/7/21 0:26,2021/7/21 0:40,2021/7/21 0:25,2021/7/20 23:36
2021/7/21,9C8984,A320,A,153,2021/7/21 1:15,2021/7/21 2:47,2021/7/21 2:56,2021/7/21 0:25,2021/7/21 1:57
2021/7/21,HO1142,A320,A,55,2021/7/21 1:15,2021/7/21 1:53,2021/7/21 2:06,2021/7/21 0:25,2021/7/21 1:03
2021/7/21,MU5819,B737,A,146,2021/7/21 1:15,2021/7/21 0:46,2021/7/21 0:56,2021/7/21 0:25,2021/7/20 23:56
2021/7/21,BK3315,B738,A,82,2021/7/21 1:15,2021/7/21 1:11,2021/7/21 1:23,2021/7/21 0:25,2021/7/21 0:21
2021/7/21,NH8517,B763,A,615,2021/7/21 1:20,2021/7/21 0:46,2021/7/21 1:00,2021/7/21 0:30,2021/7/20 23:56
2021/7/21,9C8532,A320,A,183,2021/7/21 1:20,2021/7/21 1:55,2021/7/21 2:04,2021/7/21 0:30,2021/7/21 1:05
2021/7/21,GJ8790,A20N,A,185,2021/7/21 1:20,2021/7/21 0:38,2021/7/21 0:48,2021/7/21 0:30,2021/7/20 23:48
2021/7/21,9C6866,A320,A,160,2021/7/21 1:25,2021/7/21 0:51,2021/7/21 0:59,2021/7/21 0:35,2021/7/21 0:01
2021/7/21,MU6360,A333,A,210,2021/7/21 1:25,2021/7/21 1:35,2021/7/21 1:43,2021/7/21 0:35,2021/7/21 0:45
2021/7/21,MU6080,A320,A,123,2021/7/21 1:25,2021/7/21 1:39,2021/7/21 1:46,2021/7/21 0:35,2021/7/21 0:49
2021/7/21,PO717,B744,A,317,2021/7/21 1:25,2021/7/21 1:04,2021/7/21 1:14,2021/7/21 0:35,2021/7/21 0:14
2021/7/21,CA638,A333,A,59,2021/7/21 1:30,2021/7/21 1:29,2021/7/21 1:43,2021/7/21 0:40,2021/7/21 0:39
2021/7/21,FM9342,B738,A,205,2021/7/21 1:30,2021/7/21 1:50,2021/7/21 2:00,2021/7/21 0:40,2021/7/21 1:00
2021/7/21,NH967,B789,A,617,2021/7/21 1:35,2021/7/21 1:58,2021/7/21 2:12,2021/7/21 0:45,2021/7/21 1:08
2021/7/21,MU5528,A320,A,14,2021/7/21 1:35,2021/7/21 1:03,2021/7/21 1:12,2021/7/21 0:45,2021/7/21 0:13
2021/7/21,9C6492,A320,A,156,2021/7/21 1:55,2021/7/21 1:34,2021/7/21 1:43,2021/7/21 1:05,2021/7/21 0:44
2021/7/21,9C6410,A320,A,170,2021/7/21 1:55,2021/7/21 1:44,2021/7/21 1:56,2021/7/21 1:05,2021/7/21 0:54
2021/7/21,9C8802,A320,A,163,2021/7/21 1:55,2021/7/21 3:28,2021/7/21 3:34,2021/7/21 1:05,2021/7/21 2:38
2021/7/21,LD9550,A306,A,507,2021/7/21 2:00,2021/7/21 1:37,2021/7/21 1:50,2021/7/21 1:10,2021/7/21 0:47
2021/7/21,MU7578,A332,A,312,2021/7/21 2:00,2021/7/21 21:12,2021/7/21 21:20,2021/7/21 1:10,2021/7/21 20:22
2021/7/21,CX050,B748,A,315,2021/7/21 2:10,2021/7/21 2:19,2021/7/21 2:45,2021/7/21 1:20,2021/7/21 1:29
2021/7/21,5Y8133,B744,A,332,2021/7/21 2:10,2021/7/21 1:41,2021/7/21 1:51,2021/7/21 1:20,2021/7/21 0:51
2021/7/21,PO211,B744,A,329,2021/7/21 2:20,2021/7/21 21:19,2021/7/21 21:42,2021/7/21 1:30,2021/7/21 20:29
2021/7/21,MU7582,A359,A,18,2021/7/21 2:25,2021/7/21 1:16,2021/7/21 1:50,2021/7/21 1:35,2021/7/21 0:26
2021/7/21,CA612,A359,A,619,2021/7/21 3:15,2021/7/21 3:51,2021/7/21 4:04,2021/7/21 2:25,2021/7/21 3:01
2021/7/21,CX3238,B748,A,328,2021/7/21 3:15,2021/7/21 3:13,2021/7/21 3:32,2021/7/21 2:25,2021/7/21 2:23
2021/7/21,XJ764,A333,A,71,2021/7/21 3:40,2021/7/21 3:26,2021/7/21 3:38,2021/7/21 2:50,2021/7/21 2:36
2021/7/21,CA614,A333,A,73,2021/7/21 4:00,2021/7/21 3:57,2021/7/21 4:07,2021/7/21 3:10,2021/7/21 3:07
2021/7/21,XJ760,A333,A,616,2021/7/21 4:20,2021/7/21 4:23,2021/7/21 4:36,2021/7/21 3:30,2021/7/21 3:33
2021/7/21,CA1024,B772,A,318,2021/7/21 5:05,2021/7/21 4:25,2021/7/21 13:15,2021/7/21 4:15,2021/7/21 3:35
2021/7/21,MU599,A359,A,558,2021/7/21 5:30,2021/7/21 17:14,2021/7/21 17:39,2021/7/21 4:40,2021/7/21 16:24
2021/7/21,CA598,A359,A,620,2021/7/21 5:50,2021/7/21 5:13,2021/7/21 5:23,2021/7/21 5:00,2021/7/21 4:23
2021/7/21,HO7008,A20N,A,59,2021/7/21 5:55,2021/7/21 11:19,2021/7/21 11:40,2021/7/21 5:05,2021/7/21 10:29
2021/7/21,DL283,A359,A,19,2021/7/21 6:00,2021/7/21 5:35,2021/7/21 5:49,2021/7/21 5:10,2021/7/21 4:45
2021/7/21,CA1092,B772,A,317,2021/7/21 6:00,2021/7/21 5:23,2021/7/21 5:37,2021/7/21 5:10,2021/7/21 4:33
2021/7/21,HO7003,A321,A,816,2021/7/21 6:30,2021/7/21 6:40,2021/7/21 6:51,2021/7/21 5:40,2021/7/21 5:50
2021/7/21,AC025,B77W,A,65,2021/7/21 6:40,2021/7/21 5:39,2021/7/21 5:49,2021/7/21 5:50,2021/7/21 4:49
2021/7/21,MU7554,A332,A,505,2021/7/21 6:55,2021/7/21 5:58,2021/7/21 6:26,2021/7/21 6:05,2021/7/21 5:08
2021/7/21,GA894,B77W,A,71,2021/7/21 7:05,2021/7/21 6:53,2021/7/21 7:28,2021/7/21 6:15,2021/7/21 6:03
2021/7/21,MU220,B77W,A,21,2021/7/21 7:15,2021/7/21 6:47,2021/7/21 7:02,2021/7/21 6:25,2021/7/21 5:57
2021/7/21,MU7548,B77W,A,319,2021/7/21 7:40,2021/7/21 7:15,2021/7/21 7:25,2021/7/21 6:50,2021/7/21 6:25
2021/7/21,MU7282,A332,A,304,2021/7/21 7:45,2021/7/21 7:30,2021/7/21 7:47,2021/7/21 6:55,2021/7/21 6:40
2021/7/21,HO1244,A321,A,56,2021/7/21 7:55,2021/7/21 8:04,2021/7/21 8:22,2021/7/21 7:05,2021/7/21 7:14
2021/7/21,9C6108,A20N,A,166,2021/7/21 7:55,2021/7/21 7:55,2021/7/21 8:04,2021/7/21 7:05,2021/7/21 7:05
2021/7/21,MU5512,A320,A,5,2021/7/21 8:15,2021/7/21 7:49,2021/7/21 8:12,2021/7/21 7:25,2021/7/21 6:59
2021/7/21,9C6686,A320,A,157,2021/7/21 8:30,2021/7/21 8:19,2021/7/21 8:28,2021/7/21 7:40,2021/7/21 7:29
2021/7/21,FM9526,B738,A,112,2021/7/21 8:45,2021/7/21 8:34,2021/7/21 8:50,2021/7/21 7:55,2021/7/21 7:44
2021/7/21,CA8953,B738,A,86,2021/7/21 8:45,2021/7/21 8:17,2021/7/21 8:29,2021/7/21 7:55,2021/7/21 7:27
2021/7/21,FM9552,B738,A,142,2021/7/21 8:45,2021/7/21 8:37,2021/7/21 8:51,2021/7/21 7:55,2021/7/21 7:47
2021/7/21,HU7331,A333,A,149,2021/7/21 8:55,2021/7/21 8:48,2021/7/21 8:59,2021/7/21 8:05,2021/7/21 7:58
2021/7/21,MU6364,A320,A,7,2021/7/21 8:55,2021/7/21 8:40,2021/7/21 9:03,2021/7/21 8:05,2021/7/21 7:50
2021/7/21,HO1254,A321,A,88,2021/7/21 9:00,2021/7/21 8:26,2021/7/21 8:40,2021/7/21 8:10,2021/7/21 7:36
2021/7/21,MU5502,A321,A,106,2021/7/21 9:05,2021/7/21 9:02,2021/7/21 9:18,2021/7/21 8:15,2021/7/21 8:12
2021/7/21,MU2523,B738,A,4,2021/7/21 9:15,2021/7/21 8:51,2021/7/21 9:02,2021/7/21 8:25,2021/7/21 8:01
2021/7/21,MU5402,A332,A,9,2021/7/21 9:20,2021/7/21 9:07,2021/7/21 9:29,2021/7/21 8:30,2021/7/21 8:17
2021/7/21,CA618,A333,A,619,2021/7/21 9:30,2021/7/21 9:22,2021/7/21 9:46,2021/7/21 8:40,2021/7/21 8:32
2021/7/21,MU6470,A319,A,136,2021/7/21 9:30,2021/7/21 9:25,2021/7/21 9:40,2021/7/21 8:40,2021/7/21 8:35
2021/7/21,MU5332,A321,A,105,2021/7/21 9:35,2021/7/21 9:38,2021/7/21 9:56,2021/7/21 8:45,2021/7/21 8:48
2021/7/21,MU5662,A321,A,118,2021/7/21 9:35,2021/7/21 9:12,2021/7/21 9:30,2021/7/21 8:45,2021/7/21 8:22
2021/7/21,CZ6521,A321,A,176,2021/7/21 9:35,2021/7/21 8:51,2021/7/21 9:01,2021/7/21 8:45,2021/7/21 8:01
2021/7/21,FM9382,B738,A,144,2021/7/21 9:40,2021/7/21 9:46,2021/7/21 10:07,2021/7/21 8:50,2021/7/21 8:56
2021/7/21,HU7613,A333,A,189,2021/7/21 9:40,2021/7/21 9:10,2021/7/21 9:25,2021/7/21 8:50,2021/7/21 8:20
2021/7/21,MU2402,B738,A,15,2021/7/21 9:45,2021/7/21 9:23,2021/7/21 9:39,2021/7/21 8:55,2021/7/21 8:33
2021/7/21,MU5690,A20N,A,202,2021/7/21 9:45,2021/7/21 9:41,2021/7/21 9:56,2021/7/21 8:55,2021/7/21 8:51
2021/7/21,MU5424,A321,A,109,2021/7/21 9:45,2021/7/21 9:31,2021/7/21 9:41,2021/7/21 8:55,2021/7/21 8:41
2021/7/21,MU9643,A20N,A,12,2021/7/21 9:45,2021/7/21 9:26,2021/7/21 9:40,2021/7/21 8:55,2021/7/21 8:36
2021/7/21,FM9070,B738,A,125,2021/7/21 9:45,2021/7/21 9:26,2021/7/21 9:42,2021/7/21 8:55,2021/7/21 8:36
2021/7/21,MU5246,A20N,A,135,2021/7/21 9:50,2021/7/21 9:29,2021/7/21 9:45,2021/7/21 9:00,2021/7/21 8:39
2021/7/21,RY6677,ARJ2,A,802,2021/7/21 9:50,2021/7/21 9:20,2021/7/21 9:33,2021/7/21 9:00,2021/7/21 8:30
2021/7/21,MU5368,A319,A,6,2021/7/21 9:50,2021/7/21 9:34,2021/7/21 9:58,2021/7/21 9:00,2021/7/21 8:44
2021/7/21,FM9300,B738,A,137,2021/7/21 9:50,2021/7/21 9:43,2021/7/21 9:58,2021/7/21 9:00,2021/7/21 8:53
2021/7/21,9C6478,A320,A,159,2021/7/21 9:55,2021/7/21 9:31,2021/7/21 9:47,2021/7/21 9:05,2021/7/21 8:41
2021/7/21,MU9893,A321,A,110,2021/7/21 9:55,2021/7/21 9:50,2021/7/21 10:02,2021/7/21 9:05,2021/7/21 9:00
2021/7/21,FM9302,B738,A,7,2021/7/21 10:00,2021/7/21 11:46,2021/7/21 11:53,2021/7/21 9:10,2021/7/21 10:56
2021/7/21,CZ3823,B737,A,184,2021/7/21 10:00,2021/7/21 9:43,2021/7/21 10:00,2021/7/21 9:10,2021/7/21 8:53
2021/7/21,MU5183,A332,A,14,2021/7/21 10:00,2021/7/21 9:29,2021/7/21 9:41,2021/7/21 9:10,2021/7/21 8:39
2021/7/21,FU6519,B738,A,180,2021/7/21 10:05,2021/7/21 9:51,2021/7/21 10:10,2021/7/21 9:15,2021/7/21 9:01
2021/7/21,GS7881,A332,A,150,2021/7/21 10:10,2021/7/21 9:49,2021/7/21 10:09,2021/7/21 9:20,2021/7/21 8:59
2021/7/21,CA4503,A321,A,90,2021/7/21 10:15,2021/7/21 9:38,2021/7/21 9:48,2021/7/21 9:25,2021/7/21 8:48
2021/7/21,HU7721,A333,A,190,2021/7/21 10:15,2021/7/21 10:11,2021/7/21 10:25,2021/7/21 9:25,2021/7/21 9:21
2021/7/21,CA1835,A333,A,91,2021/7/21 10:15,2021/7/21 9:53,2021/7/21 10:12,2021/7/21 9:25,2021/7/21 9:03
2021/7/21,FM9346,B738,A,141,2021/7/21 10:20,2021/7/21 10:20,2021/7/21 10:39,2021/7/21 9:30,2021/7/21 9:30
2021/7/21,FM9384,B738,A,139,2021/7/21 10:25,2021/7/21 10:10,2021/7/21 10:31,2021/7/21 9:35,2021/7/21 9:20
2021/7/21,KN2355,B738,A,563,2021/7/21 10:30,2021/7/21 11:01,2021/7/21 11:13,2021/7/21 9:40,2021/7/21 10:11
2021/7/21,ZH9501,A333,A,57,2021/7/21 10:30,2021/7/21 10:13,2021/7/21 10:30,2021/7/21 9:40,2021/7/21 9:23
2021/7/21,HO1100,A321,A,95,2021/7/21 10:30,2021/7/21 9:55,2021/7/21 10:07,2021/7/21 9:40,2021/7/21 9:05
2021/7/21,MU6234,A319,A,145,2021/7/21 10:35,2021/7/21 10:27,2021/7/21 10:45,2021/7/21 9:45,2021/7/21 9:37
2021/7/21,9C6392,A320,A,160,2021/7/21 10:40,2021/7/21 10:57,2021/7/21 11:14,2021/7/21 9:50,2021/7/21 10:07
2021/7/21,MU5795,B738,A,6,2021/7/21 10:40,2021/7/21 10:59,2021/7/21 11:07,2021/7/21 9:50,2021/7/21 10:09
2021/7/21,CZ6503,A333,A,168,2021/7/21 10:45,2021/7/21 10:00,2021/7/21 10:14,2021/7/21 9:55,2021/7/21 9:10
2021/7/21,CZ6257,A320,A,181,2021/7/21 10:45,2021/7/21 9:54,2021/7/21 10:14,2021/7/21 9:55,2021/7/21 9:04
2021/7/21,MU6041,A320,A,138,2021/7/21 10:50,2021/7/21 10:29,2021/7/21 10:42,2021/7/21 10:00,2021/7/21 9:39
2021/7/21,OQ2307,A319,A,185,2021/7/21 10:50,2021/7/21 10:34,2021/7/21 10:45,2021/7/21 10:00,2021/7/21 9:44
2021/7/21,MU9066,ARJ2,A,803,2021/7/21 10:55,2021/7/21 10:36,2021/7/21 10:58,2021/7/21 10:05,2021/7/21 9:46
2021/7/21,FM9160,B738,A,115,2021/7/21 10:55,2021/7/21 10:24,2021/7/21 10:44,2021/7/21 10:05,2021/7/21 9:34
2021/7/21,ZH9523,A20N,A,50,2021/7/21 10:55,2021/7/21 10:45,2021/7/21 11:08,2021/7/21 10:05,2021/7/21 9:55
2021/7/21,MU5638,A321,A,112,2021/7/21 10:55,2021/7/21 13:14,2021/7/21 13:26,2021/7/21 10:05,2021/7/21 12:24
2021/7/21,MF8593,B738,A,173,2021/7/21 11:00,2021/7/21 10:39,2021/7/21 10:54,2021/7/21 10:10,2021/7/21 9:49
2021/7/21,ET3738,B772,A,306,2021/7/21 11:00,2021/7/21 10:55,2021/7/21 11:12,2021/7/21 10:10,2021/7/21 10:05
2021/7/21,MU9701,B738,A,2,2021/7/21 11:00,2021/7/21 10:34,2021/7/21 10:44,2021/7/21 10:10,2021/7/21 9:44
2021/7/21,CA8265,A320,A,94,2021/7/21 11:00,2021/7/21 10:48,2021/7/21 11:04,2021/7/21 10:10,2021/7/21 9:58
2021/7/21,MU5296,A320,A,5,2021/7/21 11:00,2021/7/21 10:24,2021/7/21 10:33,2021/7/21 10:10,2021/7/21 9:34
2021/7/21,HU7845,B789,A,155,2021/7/21 11:05,2021/7/21 10:41,2021/7/21 10:55,2021/7/21 10:15,2021/7/21 9:51
2021/7/21,MU6350,A321,A,113,2021/7/21 11:05,2021/7/21 10:56,2021/7/21 11:09,2021/7/21 10:15,2021/7/21 10:06
2021/7/21,MU5674,A320,A,116,2021/7/21 11:05,2021/7/21 10:45,2021/7/21 11:15,2021/7/21 10:15,2021/7/21 9:55
2021/7/21,8L9889,B738,A,156,2021/7/21 11:10,2021/7/21 10:52,2021/7/21 11:11,2021/7/21 10:20,2021/7/21 10:02
2021/7/21,CZ6753,A332,A,152,2021/7/21 11:10,2021/7/21 11:12,2021/7/21 11:33,2021/7/21 10:20,2021/7/21 10:22
2021/7/21,FM9325,B738,A,103,2021/7/21 11:10,2021/7/21 10:41,2021/7/21 10:53,2021/7/21 10:20,2021/7/21 9:51
2021/7/21,CA1655,B738,A,86,2021/7/21 11:15,2021/7/21 10:31,2021/7/21 10:42,2021/7/21 10:25,2021/7/21 9:41
2021/7/21,HO6005,A320,A,93,2021/7/21 11:20,2021/7/21 15:14,2021/7/21 15:38,2021/7/21 10:30,2021/7/21 14:24
2021/7/21,FM9260,B738,A,104,2021/7/21 11:20,2021/7/21 10:43,2021/7/21 10:55,2021/7/21 10:30,2021/7/21 9:53
2021/7/21,CZ3515,B789,A,148,2021/7/21 11:25,2021/7/21 11:04,2021/7/21 11:25,2021/7/21 10:35,2021/7/21 10:14
2021/7/21,PN6437,A319,A,174,2021/7/21 11:30,2021/7/21 11:17,2021/7/21 11:34,2021/7/21 10:40,2021/7/21 10:27
2021/7/21,CA4595,B738,A,62,2021/7/21 11:30,2021/7/21 11:15,2021/7/21 11:30,2021/7/21 10:40,2021/7/21 10:25
2021/7/21,HO1068,A20N,A,91,2021/7/21 11:30,2021/7/21 11:36,2021/7/21 11:49,2021/7/21 10:40,2021/7/21 10:46
2021/7/21,CZ3689,B738,A,182,2021/7/21 11:35,2021/7/21 11:28,2021/7/21 11:43,2021/7/21 10:45,2021/7/21 10:38
2021/7/21,CA1068,B772,A,311,2021/7/21 11:35,2021/7/21 10:18,2021/7/21 10:24,2021/7/21 10:45,2021/7/21 9:28
2021/7/21,MU5426,A321,A,114,2021/7/21 11:35,2021/7/21 11:34,2021/7/21 11:55,2021/7/21 10:45,2021/7/21 10:44
2021/7/21,MU7770,A359,A,583,2021/7/21 11:35,2021/7/21 11:08,2021/7/21 11:45,2021/7/21 10:45,2021/7/21 10:18
2021/7/21,MU5264,ARJ2,A,511,2021/7/21 11:40,2021/7/21 11:26,2021/7/21 11:49,2021/7/21 10:50,2021/7/21 10:36
2021/7/21,NH8433,B763,A,611,2021/7/21 11:40,2021/7/21 11:07,2021/7/21 11:30,2021/7/21 10:50,2021/7/21 10:17
2021/7/21,CZ6541,A320,A,165,2021/7/21 11:40,2021/7/21 11:07,2021/7/21 11:22,2021/7/21 10:50,2021/7/21 10:17
2021/7/21,CZ6505,A320,A,167,2021/7/21 11:45,2021/7/21 11:01,2021/7/21 11:14,2021/7/21 10:55,2021/7/21 10:11
2021/7/21,SK997,A359,A,79,2021/7/21 11:50,2021/7/21 11:22,2021/7/21 11:43,2021/7/21 11:00,2021/7/21 10:32
2021/7/21,NX102,A321,A,82,2021/7/21 11:55,2021/7/21 11:30,2021/7/21 11:45,2021/7/21 11:05,2021/7/21 10:40
2021/7/21,CZ6533,A321,A,176,2021/7/21 12:00,2021/7/21 11:09,2021/7/21 11:27,2021/7/21 11:10,2021/7/21 10:19
2021/7/21,CA1665,B737,A,88,2021/7/21 12:00,2021/7/21 11:41,2021/7/21 11:56,2021/7/21 11:10,2021/7/21 10:51
2021/7/21,HO1106,A320,A,96,2021/7/21 12:00,2021/7/21 11:36,2021/7/21 11:54,2021/7/21 11:10,2021/7/21 10:46
2021/7/21,ZH9505,A320,A,51,2021/7/21 12:00,2021/7/21 13:35,2021/7/21 13:59,2021/7/21 11:10,2021/7/21 12:45
2021/7/21,FM9280,B738,A,102,2021/7/21 12:00,2021/7/21 11:30,2021/7/21 11:44,2021/7/21 11:10,2021/7/21 10:40
2021/7/21,FM9142,B738,A,106,2021/7/21 12:05,2021/7/21 11:38,2021/7/21 11:53,2021/7/21 11:15,2021/7/21 10:48
2021/7/21,MU2674,B738,A,1,2021/7/21 12:05,2021/7/21 11:32,2021/7/21 11:43,2021/7/21 11:15,2021/7/21 10:42
2021/7/21,HO1232,A321,A,58,2021/7/21 12:05,2021/7/21 11:56,2021/7/21 12:05,2021/7/21 11:15,2021/7/21 11:06
2021/7/21,KN5705,B737,A,10,2021/7/21 12:05,2021/7/21 11:24,2021/7/21 11:35,2021/7/21 11:15,2021/7/21 10:34
2021/7/21,MU6968,A321,A,126,2021/7/21 12:10,2021/7/21 11:27,2021/7/21 11:47,2021/7/21 11:20,2021/7/21 10:37
2021/7/21,MU5138,A321,A,125,2021/7/21 12:10,2021/7/21 11:53,2021/7/21 12:07,2021/7/21 11:20,2021/7/21 11:03
2021/7/21,CZ6755,A320,A,180,2021/7/21 12:10,2021/7/21 12:02,2021/7/21 12:18,2021/7/21 11:20,2021/7/21 11:12
2021/7/21,CX368,B77W,A,83,2021/7/21 12:10,2021/7/21 11:38,2021/7/21 11:58,2021/7/21 11:20,2021/7/21 10:48
2021/7/21,FM9366,B738,A,109,2021/7/21 12:15,2021/7/21 12:04,2021/7/21 12:23,2021/7/21 11:25,2021/7/21 11:14
2021/7/21,FM9177,B738,A,140,2021/7/21 12:15,2021/7/21 11:32,2021/7/21 11:49,2021/7/21 11:25,2021/7/21 10:42
2021/7/21,MU5675,B738,A,3,2021/7/21 12:25,2021/7/21 11:50,2021/7/21 12:08,2021/7/21 11:35,2021/7/21 11:00
2021/7/21,9C8824,A320,A,153,2021/7/21 12:30,2021/7/21 12:39,2021/7/21 12:54,2021/7/21 11:40,2021/7/21 11:49
2021/7/21,HO1170,A320,A,52,2021/7/21 12:30,2021/7/21 12:17,2021/7/21 12:26,2021/7/21 11:40,2021/7/21 11:27
