航班日期,航班号,机型,起飞/到达,机位,计划时间,实际时间,实际上轮挡,计划起飞时间,实际起飞时间
2021/7/22,MU6514,A319,A,3,2021/7/22 1:10,2021/7/22 0:14,2021/7/22 0:29,2021/7/22 0:20,2021/7/21 23:24
2021/7/22,HO1142,A320,A,56,2021/7/22 1:15,2021/7/22 2:10,2021/7/22 2:19,2021/7/22 0:25,2021/7/22 1:20
2021/7/22,BK2882,B738,A,89,2021/7/22 1:15,2021/7/22 3:28,2021/7/22 3:36,2021/7/22 0:25,2021/7/22 2:38
2021/7/22,MU5819,B737,A,129,2021/7/22 1:15,2021/7/22 0:43,2021/7/22 1:02,2021/7/22 0:25,2021/7/21 23:53
2021/7/22,9C8984,A320,A,167,2021/7/22 1:15,2021/7/22 1:11,2021/7/22 1:28,2021/7/22 0:25,2021/7/22 0:21
2021/7/22,9C6410,A320,A,169,2021/7/22 1:20,2021/7/22 1:40,2021/7/22 1:57,2021/7/22 0:30,2021/7/22 0:50
2021/7/22,MU6360,A332,A,206,2021/7/22 1:25,2021/7/22 4:17,2021/7/22 4:31,2021/7/22 0:35,2021/7/22 3:27
2021/7/22,PO715,B744,A,318,2021/7/22 1:25,2021/7/22 0:52,2021/7/22 1:28,2021/7/22 0:35,2021/7/22 0:02
2021/7/22,MU6080,A320,A,106,2021/7/22 1:25,2021/7/22 0:35,2021/7/22 0:44,2021/7/22 0:35,2021/7/21 23:45
2021/7/22,HO1284,A20N,A,97,2021/7/22 1:30,2021/7/22 1:10,2021/7/22 1:17,2021/7/22 0:40,2021/7/22 0:20
2021/7/22,FM9342,B738,A,108,2021/7/22 1:30,2021/7/22 1:37,2021/7/22 1:47,2021/7/22 0:40,2021/7/22 0:47
2021/7/22,NH967,B789,A,617,2021/7/22 1:35,2021/7/22 1:01,2021/7/22 1:11,2021/7/22 0:45,2021/7/22 0:11
2021/7/22,9C6940,A320,A,168,2021/7/22 1:35,2021/7/22 2:54,2021/7/22 3:02,2021/7/22 0:45,2021/7/22 2:04
2021/7/22,MU5528,A320,A,211,2021/7/22 1:35,2021/7/22 0:59,2021/7/22 1:12,2021/7/22 0:45,2021/7/22 0:09
2021/7/22,9C6136,A320,A,183,2021/7/22 1:45,2021/7/22 1:32,2021/7/22 1:45,2021/7/22 0:55,2021/7/22 0:42
2021/7/22,MU6228,A321,A,145,2021/7/22 1:50,2021/7/22 1:13,2021/7/22 1:27,2021/7/22 1:00,2021/7/22 0:23
2021/7/22,9C6492,A320,A,155,2021/7/22 1:55,2021/7/22 1:22,2021/7/22 1:35,2021/7/22 1:05,2021/7/22 0:32
2021/7/22,9C8802,A321,A,152,2021/7/22 1:55,2021/7/22 1:24,2021/7/22 1:37,2021/7/22 1:05,2021/7/22 0:34
2021/7/22,CZ452,B772,A,330,2021/7/22 1:55,2021/7/22 1:00,2021/7/22 1:09,2021/7/22 1:05,2021/7/22 0:10
2021/7/22,5Y8364,B744,A,335,2021/7/22 2:00,2021/7/22 1:20,2021/7/22 1:44,2021/7/22 1:10,2021/7/22 0:30
2021/7/22,CA614,A333,A,81,2021/7/22 2:10,2021/7/22 2:17,2021/7/22 2:23,2021/7/22 1:20,2021/7/22 1:27
2021/7/22,PO211,B744,A,338,2021/7/22 2:20,2021/7/22 11:45,2021/7/22 12:02,2021/7/22 1:30,2021/7/22 10:55
2021/7/22,BR672,B772,A,616,2021/7/22 2:25,2021/7/22 2:30,2021/7/22 2:38,2021/7/22 1:35,2021/7/22 1:40
2021/7/22,EY931,B772,A,326,2021/7/22 2:30,2021/7/22 1:45,2021/7/22 2:07,2021/7/22 1:40,2021/7/22 0:55
2021/7/22,9T216,B744,A,322,2021/7/22 2:30,2021/7/22 2:23,2021/7/22 2:45,2021/7/22 1:40,2021/7/22 1:33
2021/7/22,QR8798,B772,A,301,2021/7/22 3:05,2021/7/22 2:45,2021/7/22 2:59,2021/7/22 2:15,2021/7/22 1:55
2021/7/22,CA8409,B772,A,323,2021/7/22 3:10,2021/7/22 3:03,2021/7/22 3:23,2021/7/22 2:20,2021/7/22 2:13
2021/7/22,CA612,A359,A,612,2021/7/22 3:15,2021/7/22 4:01,2021/7/22 4:11,2021/7/22 2:25,2021/7/22 3:11
2021/7/22,CA1062,B772,A,321,2021/7/22 3:20,2021/7/22 3:08,2021/7/22 3:25,2021/7/22 2:30,2021/7/22 2:18
2021/7/22,MU7462,B77W,A,303,2021/7/22 4:00,2021/7/22 5:28,2021/7/22 5:41,2021/7/22 3:10,2021/7/22 4:38
2021/7/22,XJ760,A333,A,63,2021/7/22 4:20,2021/7/22 3:56,2021/7/22 4:04,2021/7/22 3:30,2021/7/22 3:06
2021/7/22,CA622,A333,A,85,2021/7/22 4:30,2021/7/22 4:09,2021/7/22 4:18,2021/7/22 3:40,2021/7/22 3:19
2021/7/22,5Y511,B744,A,329,2021/7/22 4:35,2021/7/22 4:06,2021/7/22 4:30,2021/7/22 3:45,2021/7/22 3:16
2021/7/22,MU7562,B789,A,24,2021/7/22 4:40,2021/7/22 6:36,2021/7/22 6:49,2021/7/22 3:50,2021/7/22 5:46
2021/7/22,HU702,A330,A,582,2021/7/22 5:35,2021/7/22 4:29,2021/7/22 4:38,2021/7/22 4:45,2021/7/22 3:39
2021/7/22,CX3254,B748,A,310,2021/7/22 5:50,2021/7/22 5:40,2021/7/22 6:05,2021/7/22 5:00,2021/7/22 4:50
2021/7/22,CA598,A359,A,83,2021/7/22 5:50,2021/7/22 5:03,2021/7/22 5:10,2021/7/22 5:00,2021/7/22 4:13
2021/7/22,MU7232,A332,A,17,2021/7/22 6:30,2021/7/22 5:43,2021/7/22 6:32,2021/7/22 5:40,2021/7/22 4:53
2021/7/22,MU7554,A332,A,583,2021/7/22 6:55,2021/7/22 5:59,2021/7/22 6:06,2021/7/22 6:05,2021/7/22 5:09
2021/7/22,GA894,B77W,A,59,2021/7/22 7:05,2021/7/22 6:38,2021/7/22 6:46,2021/7/22 6:15,2021/7/22 5:48
2021/7/22,CA620,A332,A,85,2021/7/22 7:35,2021/7/22 7:42,2021/7/22 7:52,2021/7/22 6:45,2021/7/22 6:52
2021/7/22,MU7548,A359,A,306,2021/7/22 7:40,2021/7/22 6:50,2021/7/22 7:10,2021/7/22 6:50,2021/7/22 6:00
2021/7/22,MU7044,B77W,A,581,2021/7/22 7:55,2021/7/22 7:47,2021/7/22 8:00,2021/7/22 7:05,2021/7/22 6:57
2021/7/22,HO1244,A321,A,58,2021/7/22 7:55,2021/7/22 8:03,2021/7/22 8:16,2021/7/22 7:05,2021/7/22 7:13
2021/7/22,9C6108,A320,A,166,2021/7/22 7:55,2021/7/22 7:57,2021/7/22 8:10,2021/7/22 7:05,2021/7/22 7:07
2021/7/22,CZ462,B77F,A,335,2021/7/22 8:00,2021/7/22 7:40,2021/7/22 7:46,2021/7/22 7:10,2021/7/22 6:50
2021/7/22,MU5573,A320,A,114,2021/7/22 8:15,2021/7/22 7:39,2021/7/22 7:58,2021/7/22 7:25,2021/7/22 6:49
2021/7/22,9C6686,A320,A,159,2021/7/22 8:30,2021/7/22 8:10,2021/7/22 8:23,2021/7/22 7:40,2021/7/22 7:20
2021/7/22,FM9526,B738,A,107,2021/7/22 8:45,2021/7/22 8:23,2021/7/22 8:39,2021/7/22 7:55,2021/7/22 7:33
2021/7/22,FM9552,B738,A,143,2021/7/22 8:45,2021/7/22 8:30,2021/7/22 8:46,2021/7/22 7:55,2021/7/22 7:40
2021/7/22,CA8953,B738,A,55,2021/7/22 8:45,2021/7/22 8:21,2021/7/22 8:29,2021/7/22 7:55,2021/7/22 7:31
2021/7/22,MU5070,A333,A,507,2021/7/22 8:50,2021/7/22 7:25,2021/7/22 7:39,2021/7/22 8:00,2021/7/22 6:35
2021/7/22,HU7331,A333,A,190,2021/7/22 8:55,2021/7/22 9:06,2021/7/22 9:20,2021/7/22 8:05,2021/7/22 8:16
2021/7/22,MU6364,A320,A,120,2021/7/22 8:55,2021/7/22 11:05,2021/7/22 11:18,2021/7/22 8:05,2021/7/22 10:15
2021/7/22,HO1254,A321,A,95,2021/7/22 9:00,2021/7/22 8:19,2021/7/22 8:28,2021/7/22 8:10,2021/7/22 7:29
2021/7/22,MU5502,A321,A,14,2021/7/22 9:05,2021/7/22 9:03,2021/7/22 9:26,2021/7/22 8:15,2021/7/22 8:13
2021/7/22,MU2523,B738,A,134,2021/7/22 9:15,2021/7/22 8:45,2021/7/22 9:01,2021/7/22 8:25,2021/7/22 7:55
2021/7/22,MU5402,A332,A,11,2021/7/22 9:20,2021/7/22 8:49,2021/7/22 9:07,2021/7/22 8:30,2021/7/22 7:59
2021/7/22,FM9012,B738,A,113,2021/7/22 9:20,2021/7/22 9:49,2021/7/22 10:02,2021/7/22 8:30,2021/7/22 8:59
2021/7/22,MU6470,A321,A,146,2021/7/22 9:35,2021/7/22 13:22,2021/7/22 13:35,2021/7/22 8:45,2021/7/22 12:32
2021/7/22,MU5662,A321,A,135,2021/7/22 9:35,2021/7/22 9:09,2021/7/22 9:29,2021/7/22 8:45,2021/7/22 8:19
2021/7/22,MU5332,A321,A,123,2021/7/22 9:35,2021/7/22 9:17,2021/7/22 9:33,2021/7/22 8:45,2021/7/22 8:27
2021/7/22,CZ6521,A321,A,176,2021/7/22 9:35,2021/7/22 8:56,2021/7/22 9:09,2021/7/22 8:45,2021/7/22 8:06
2021/7/22,MU5183,A321,A,121,2021/7/22 9:40,2021/7/22 9:37,2021/7/22 9:49,2021/7/22 8:50,2021/7/22 8:47
2021/7/22,FM9382,B738,A,125,2021/7/22 9:40,2021/7/22 9:23,2021/7/22 9:38,2021/7/22 8:50,2021/7/22 8:33
2021/7/22,MU2402,B738,A,7,2021/7/22 9:45,2021/7/22 9:31,2021/7/22 9:39,2021/7/22 8:55,2021/7/22 8:41
2021/7/22,MU5424,A321,A,1,2021/7/22 9:45,2021/7/22 9:32,2021/7/22 9:53,2021/7/22 8:55,2021/7/22 8:42
2021/7/22,MU5690,A20N,A,2,2021/7/22 9:45,2021/7/22 9:28,2021/7/22 9:47,2021/7/22 8:55,2021/7/22 8:38
2021/7/22,FM9070,B737,A,6,2021/7/22 9:45,2021/7/22 9:26,2021/7/22 9:43,2021/7/22 8:55,2021/7/22 8:36
2021/7/22,MU9643,A20N,A,10,2021/7/22 9:45,2021/7/22 10:11,2021/7/22 10:21,2021/7/22 8:55,2021/7/22 9:21
2021/7/22,MU5368,A20N,A,145,2021/7/22 9:50,2021/7/22 9:47,2021/7/22 10:09,2021/7/22 9:00,2021/7/22 8:57
2021/7/22,MU5602,A320,A,110,2021/7/22 9:50,2021/7/22 9:19,2021/7/22 9:33,2021/7/22 9:00,2021/7/22 8:29
2021/7/22,MU5246,A20N,A,115,2021/7/22 9:50,2021/7/22 9:21,2021/7/22 9:40,2021/7/22 9:00,2021/7/22 8:31
2021/7/22,9C6478,A320,A,162,2021/7/22 9:55,2021/7/22 9:15,2021/7/22 9:29,2021/7/22 9:05,2021/7/22 8:25
2021/7/22,MU9893,A321,A,5,2021/7/22 9:55,2021/7/22 9:52,2021/7/22 10:05,2021/7/22 9:05,2021/7/22 9:02
2021/7/22,FM9302,B738,A,4,2021/7/22 10:00,2021/7/22 9:30,2021/7/22 9:51,2021/7/22 9:10,2021/7/22 8:40
2021/7/22,CZ3823,B737,A,185,2021/7/22 10:00,2021/7/22 9:44,2021/7/22 9:56,2021/7/22 9:10,2021/7/22 8:54
2021/7/22,9C9903,A320,A,157,2021/7/22 10:00,2021/7/22 10:29,2021/7/22 10:48,2021/7/22 9:10,2021/7/22 9:39
2021/7/22,FM9300,B738,A,106,2021/7/22 10:00,2021/7/22 9:34,2021/7/22 9:49,2021/7/22 9:10,2021/7/22 8:44
2021/7/22,HU7721,A333,A,189,2021/7/22 10:05,2021/7/22 9:53,2021/7/22 10:10,2021/7/22 9:15,2021/7/22 9:03
2021/7/22,FU6519,B738,A,171,2021/7/22 10:05,2021/7/22 9:42,2021/7/22 9:58,2021/7/22 9:15,2021/7/22 8:52
2021/7/22,MU283R,A320,A,117,2021/7/22 10:10,2021/7/22 9:55,2021/7/22 10:11,2021/7/22 9:20,2021/7/22 9:05
2021/7/22,CA4503,A332,A,89,2021/7/22 10:15,2021/7/22 9:55,2021/7/22 10:12,2021/7/22 9:25,2021/7/22 9:05
2021/7/22,MU5369,A20N,A,555,2021/7/22 10:20,2021/7/22 10:41,2021/7/22 10:54,2021/7/22 9:30,2021/7/22 9:51
2021/7/22,MU5620,A321,A,207,2021/7/22 10:20,2021/7/22 9:47,2021/7/22 10:04,2021/7/22 9:30,2021/7/22 8:57
2021/7/22,CA1040,B772,A,313,2021/7/22 10:25,2021/7/22 8:59,2021/7/22 9:02,2021/7/22 9:35,2021/7/22 8:09
2021/7/22,FM9384,B738,A,132,2021/7/22 10:25,2021/7/22 10:17,2021/7/22 10:44,2021/7/22 9:35,2021/7/22 9:27
2021/7/22,HO1100,A321,A,92,2021/7/22 10:30,2021/7/22 10:33,2021/7/22 10:48,2021/7/22 9:40,2021/7/22 9:43
2021/7/22,ZH9501,A333,A,57,2021/7/22 10:30,2021/7/22 9:57,2021/7/22 10:16,2021/7/22 9:40,2021/7/22 9:07
2021/7/22,MU6234,A319,A,101,2021/7/22 10:35,2021/7/22 10:25,2021/7/22 10:47,2021/7/22 9:45,2021/7/22 9:35
2021/7/22,CA618,A333,A,620,2021/7/22 10:40,2021/7/22 10:20,2021/7/22 10:28,2021/7/22 9:50,2021/7/22 9:30
2021/7/22,MU5795,B738,A,15,2021/7/22 10:40,2021/7/22 11:01,2021/7/22 11:23,2021/7/22 9:50,2021/7/22 10:11
2021/7/22,CZ6257,A320,A,170,2021/7/22 10:45,2021/7/22 10:10,2021/7/22 10:23,2021/7/22 9:55,2021/7/22 9:20
2021/7/22,CZ6503,A321,A,179,2021/7/22 10:45,2021/7/22 10:02,2021/7/22 10:20,2021/7/22 9:55,2021/7/22 9:12
2021/7/22,OQ2307,A21N,A,174,2021/7/22 10:50,2021/7/22 10:35,2021/7/22 10:52,2021/7/22 10:00,2021/7/22 9:45
2021/7/22,MU9701,B738,A,112,2021/7/22 10:50,2021/7/22 10:38,2021/7/22 10:55,2021/7/22 10:00,2021/7/22 9:48
2021/7/22,MU6041,A320,A,119,2021/7/22 10:50,2021/7/22 10:36,2021/7/22 10:52,2021/7/22 10:00,2021/7/22 9:46
2021/7/22,MU9066,ARJ2,A,510,2021/7/22 10:55,2021/7/22 10:31,2021/7/22 10:54,2021/7/22 10:05,2021/7/22 9:41
2021/7/22,FM9160,B738,A,133,2021/7/22 10:55,2021/7/22 10:37,2021/7/22 10:56,2021/7/22 10:05,2021/7/22 9:47
2021/7/22,MU5638,A20N,A,122,2021/7/22 10:55,2021/7/22 11:03,2021/7/22 11:15,2021/7/22 10:05,2021/7/22 10:13
2021/7/22,CZ3651,B738,A,181,2021/7/22 11:00,2021/7/22 12:48,2021/7/22 13:03,2021/7/22 10:10,2021/7/22 11:58
2021/7/22,CA8265,A320,A,94,2021/7/22 11:00,2021/7/22 10:52,2021/7/22 11:05,2021/7/22 10:10,2021/7/22 10:02
2021/7/22,MU5296,A320,A,138,2021/7/22 11:00,2021/7/22 10:32,2021/7/22 10:52,2021/7/22 10:10,2021/7/22 9:42
2021/7/22,MU6350,A321,A,105,2021/7/22 11:05,2021/7/22 10:55,2021/7/22 11:09,2021/7/22 10:15,2021/7/22 10:05
2021/7/22,MU5674,A20N,A,108,2021/7/22 11:05,2021/7/22 10:44,2021/7/22 10:55,2021/7/22 10:15,2021/7/22 9:54
2021/7/22,CZ3689,B738,A,152,2021/7/22 11:05,2021/7/22 11:54,2021/7/22 12:13,2021/7/22 10:15,2021/7/22 11:04
2021/7/22,FM9325,B738,A,8,2021/7/22 11:10,2021/7/22 10:49,2021/7/22 10:58,2021/7/22 10:20,2021/7/22 9:59
2021/7/22,CZ6753,A332,A,148,2021/7/22 11:10,2021/7/22 10:53,2021/7/22 11:11,2021/7/22 10:20,2021/7/22 10:03
2021/7/22,8L9889,B738,A,182,2021/7/22 11:10,2021/7/22 11:00,2021/7/22 11:14,2021/7/22 10:20,2021/7/22 10:10
2021/7/22,CA1655,B737,A,60,2021/7/22 11:15,2021/7/22 10:49,2021/7/22 11:03,2021/7/22 10:25,2021/7/22 9:59
2021/7/22,CZ3515,B789,A,190,2021/7/22 11:25,2021/7/22 11:12,2021/7/22 11:29,2021/7/22 10:35,2021/7/22 10:22
2021/7/22,CA4595,B738,A,96,2021/7/22 11:30,2021/7/22 11:48,2021/7/22 12:03,2021/7/22 10:40,2021/7/22 10:58
2021/7/22,HO1068,A20N,A,86,2021/7/22 11:30,2021/7/22 11:09,2021/7/22 11:30,2021/7/22 10:40,2021/7/22 10:19
2021/7/22,PN6437,A20N,A,187,2021/7/22 11:30,2021/7/22 11:13,2021/7/22 11:32,2021/7/22 10:40,2021/7/22 10:23
2021/7/22,MU5426,A321,A,114,2021/7/22 11:35,2021/7/22 11:17,2021/7/22 11:30,2021/7/22 10:45,2021/7/22 10:27
2021/7/22,NH8433,B763,A,611,2021/7/22 11:40,2021/7/22 11:19,2021/7/22 11:28,2021/7/22 10:50,2021/7/22 10:29
2021/7/22,CZ6541,A320,A,154,2021/7/22 11:40,2021/7/22 11:18,2021/7/22 11:34,2021/7/22 10:50,2021/7/22 10:28
2021/7/22,MU5264,ARJ2,A,503,2021/7/22 11:40,2021/7/22 11:22,2021/7/22 11:37,2021/7/22 10:50,2021/7/22 10:32
2021/7/22,HO1164,A320,A,52,2021/7/22 11:45,2021/7/22 11:40,2021/7/22 11:54,2021/7/22 10:55,2021/7/22 10:50
2021/7/22,CZ6505,A320,A,188,2021/7/22 11:45,2021/7/22 10:54,2021/7/22 11:18,2021/7/22 10:55,2021/7/22 10:04
2021/7/22,MU2674,B738,A,116,2021/7/22 11:55,2021/7/22 11:26,2021/7/22 11:47,2021/7/22 11:05,2021/7/22 10:36
2021/7/22,NX102,A21N,A,82,2021/7/22 11:55,2021/7/22 11:37,2021/7/22 11:53,2021/7/22 11:05,2021/7/22 10:47
2021/7/22,CZ6533,A321,A,177,2021/7/22 12:00,2021/7/22 11:32,2021/7/22 11:42,2021/7/22 11:10,2021/7/22 10:42
2021/7/22,HO1106,A320,A,98,2021/7/22 12:00,2021/7/22 11:24,2021/7/22 11:40,2021/7/22 11:10,2021/7/22 10:34
2021/7/22,CA1665,B737,A,55,2021/7/22 12:00,2021/7/22 11:34,2021/7/22 11:51,2021/7/22 11:10,2021/7/22 10:44
2021/7/22,FM9142,B738,A,12,2021/7/22 12:00,2021/7/22 11:48,2021/7/22 12:05,2021/7/22 11:10,2021/7/22 10:58
2021/7/22,ZH9505,A333,A,809,2021/7/22 12:00,2021/7/22 11:32,2021/7/22 11:49,2021/7/22 11:10,2021/7/22 10:42
2021/7/22,GS6587,A320,A,149,2021/7/22 12:05,2021/7/22 11:52,2021/7/22 12:12,2021/7/22 11:15,2021/7/22 11:02
2021/7/22,9C6392,A320,A,155,2021/7/22 12:05,2021/7/22 11:22,2021/7/22 11:37,2021/7/22 11:15,2021/7/22 10:32
2021/7/22,KN5705,B737,A,2,2021/7/22 12:05,2021/7/22 11:19,2021/7/22 11:30,2021/7/22 11:15,2021/7/22 10:29
2021/7/22,HO1232,A321,A,93,2021/7/22 12:05,2021/7/22 11:39,2021/7/22 11:55,2021/7/22 11:15,2021/7/22 10:49
2021/7/22,MU6968,A321,A,141,2021/7/22 12:10,2021/7/22 11:35,2021/7/22 11:51,2021/7/22 11:20,2021/7/22 10:45
2021/7/22,MU5138,A321,A,129,2021/7/22 12:10,2021/7/22 11:59,2021/7/22 12:17,2021/7/22 11:20,2021/7/22 11:09
2021/7/22,CX368,B77W,A,87,2021/7/22 12:10,2021/7/22 11:44,2021/7/22 12:05,2021/7/22 11:20,2021/7/22 10:54
2021/7/22,CZ6751,A21N,A,180,2021/7/22 12:10,2021/7/22 11:50,2021/7/22 12:06,2021/7/22 11:20,2021/7/22 11:00
2021/7/22,FM9177,B738,A,126,2021/7/22 12:15,2021/7/22 12:04,2021/7/22 12:21,2021/7/22 11:25,2021/7/22 11:14
2021/7/22,FM9366,B738,A,7,2021/7/22 12:15,2021/7/22 11:57,2021/7/22 12:05,2021/7/22 11:25,2021/7/22 11:07
2021/7/22,MU5675,B738,A,4,2021/7/22 12:25,2021/7/22 12:03,2021/7/22 12:10,2021/7/22 11:35,2021/7/22 11:13
2021/7/22,HO1170,A321,A,58,2021/7/22 12:30,2021/7/22 12:14,2021/7/22 12:23,2021/7/22 11:40,2021/7/22 11:24
2021/7/22,MU5616,A20N,A,142,2021/7/22 12:30,2021/7/22 11:54,2021/7/22 12:06,2021/7/22 11:40,2021/7/22 11:04
2021/7/22,9C8524,A20N,A,163,2021/7/22 12:35,2021/7/22 12:17,2021/7/22 12:36,2021/7/22 11:45,2021/7/22 11:27
2021/7/22,HO1160,A321,A,808,2021/7/22 12:35,2021/7/22 13:02,2021/7/22 13:16,2021/7/22 11:45,2021/7/22 12:12
2021/7/22,HO1174,A320,A,56,2021/7/22 12:40,2021/7/22 12:20,2021/7/22 12:39,2021/7/22 11:50,2021/7/22 11:30
2021/7/22,CZ3851,B738,A,157,2021/7/22 12:40,2021/7/22 12:28,2021/7/22 12:40,2021/7/22 11:50,2021/7/22 11:38
2021/7/22,CZ3240,A320,A,174,2021/7/22 12:45,2021/7/22 12:50,2021/7/22 13:10,2021/7/22 11:55,2021/7/22 12:00
2021/7/22,9C8840,A320,A,165,2021/7/22 12:45,2021/7/22 12:01,2021/7/22 12:11,2021/7/22 11:55,2021/7/22 11:11
2021/7/22,FM9168,B738,A,123,2021/7/22 12:50,2021/7/22 12:07,2021/7/22 12:30,2021/7/22 12:00,2021/7/22 11:17
2021/7/22,FM9122,B738,A,562,2021/7/22 12:50,2021/7/22 17:03,2021/7/22 17:15,2021/7/22 12:00,2021/7/22 16:13
2021/7/22,FM9240,B738,A,9,2021/7/22 13:00,2021/7/22 12:45,2021/7/22 13:09,2021/7/22 12:10,2021/7/22 11:55
2021/7/22,CZ3550,A321,A,589,2021/7/22 13:00,2021/7/22 12:39,2021/7/22 12:58,2021/7/22 12:10,2021/7/22 11:49
2021/7/22,HO1146,A320,A,88,2021/7/22 13:00,2021/7/22 12:48,2021/7/22 13:04,2021/7/22 12:10,2021/7/22 11:58
2021/7/22,MU5586,B738,A,1,2021/7/22 13:05,2021/7/22 13:00,2021/7/22 13:08,2021/7/22 12:15,2021/7/22 12:10
2021/7/22,CZ3657,B738,A,183,2021/7/22 13:05,2021/7/22 12:57,2021/7/22 13:08,2021/7/22 12:15,2021/7/22 12:07
2021/7/22,MU6472,A321,A,113,2021/7/22 13:05,2021/7/22 13:16,2021/7/22 13:26,2021/7/22 12:15,2021/7/22 12:26
2021/7/22,HO1092,A320,A,97,2021/7/22 13:05,2021/7/22 12:43,2021/7/22 12:57,2021/7/22 12:15,2021/7/22 11:53
2021/7/22,9C8732,A320,A,160,2021/7/22 13:05,2021/7/22 12:54,2021/7/22 13:10,2021/7/22 12:15,2021/7/22 12:04
2021/7/22,CZ5790,A321,A,153,2021/7/22 13:10,2021/7/22 12:34,2021/7/22 12:49,2021/7/22 12:20,2021/7/22 11:44
2021/7/22,MU2176,A20N,A,131,2021/7/22 13:10,2021/7/22 12:34,2021/7/22 12:50,2021/7/22 12:20,2021/7/22 11:44
2021/7/22,MU9715,B737,A,5,2021/7/22 13:10,2021/7/22 12:41,2021/7/22 13:01,2021/7/22 12:20,2021/7/22 11:51
2021/7/22,HO1140,A320,A,94,2021/7/22 13:10,2021/7/22 13:26,2021/7/22 13:38,2021/7/22 12:20,2021/7/22 12:36
2021/7/22,FM9462,B737,A,104,2021/7/22 13:15,2021/7/22 12:46,2021/7/22 13:04,2021/7/22 12:25,2021/7/22 11:56
2021/7/22,MU6578,A321,A,107,2021/7/22 13:20,2021/7/22 13:08,2021/7/22 13:20,2021/7/22 12:30,2021/7/22 12:18
2021/7/22,9C6266,A320,A,166,2021/7/22 13:20,2021/7/22 13:11,2021/7/22 13:24,2021/7/22 12:30,2021/7/22 12:21
2021/7/22,MU5624,A321,A,145,2021/7/22 13:30,2021/7/22 16:41,2021/7/22 16:58,2021/7/22 12:40,2021/7/22 15:51
2021/7/22,CA1894,A333,A,816,2021/7/22 13:35,2021/7/22 13:23,2021/7/22 13:33,2021/7/22 12:45,2021/7/22 12:33
2021/7/22,CZ8881,A333,A,57,2021/7/22 13:35,2021/7/22 14:16,2021/7/22 14:41,2021/7/22 12:45,2021/7/22 13:26
2021/7/22,9C8844,A320,A,187,2021/7/22 13:35,2021/7/22 13:06,2021/7/22 13:18,2021/7/22 12:45,2021/7/22 12:16
2021/7/22,CA1980,A321,A,62,2021/7/22 13:40,2021/7/22 13:14,2021/7/22 13:23,2021/7/22 12:50,2021/7/22 12:24
2021/7/22,CA1972,A321,A,92,2021/7/22 13:45,2021/7/22 13:29,2021/7/22 13:43,2021/7/22 12:55,2021/7/22 12:39
2021/7/22,MU6446,A319,A,110,2021/7/22 13:45,2021/7/22 13:39,2021/7/22 13:50,2021/7/22 12:55,2021/7/22 12:49
2021/7/22,9C6568,A320,A,170,2021/7/22 13:50,2021/7/22 13:10,2021/7/22 13:24,2021/7/22 13:00,2021/7/22 12:20
2021/7/22,MU6512,A320,A,103,2021/7/22 13:50,2021/7/22 15:16,2021/7/22 15:31,2021/7/22 13:00,2021/7/22 14:26
2021/7/22,9C8912,A320,A,177,2021/7/22 13:50,2021/7/22 14:01,2021/7/22 14:18,2021/7/22 13:00,2021/7/22 13:11
2021/7/22,HO1182,A321,A,95,2021/7/22 13:50,2021/7/22 12:52,2021/7/22 13:01,2021/7/22 13:00,2021/7/22 12:02
2021/7/22,MU5196,A320,A,117,2021/7/22 13:55,2021/7/22 13:43,2021/7/22 14:00,2021/7/22 13:05,2021/7/22 12:53
2021/7/22,9C8824,A320,A,169,2021/7/22 13:55,2021/7/22 14:05,2021/7/22 14:20,2021/7/22 13:05,2021/7/22 13:15
2021/7/22,FM9272,B738,A,121,2021/7/22 14:00,2021/7/22 14:24,2021/7/22 14:39,2021/7/22 13:10,2021/7/22 13:34
2021/7/22,CA1962,A321,A,50,2021/7/22 14:00,2021/7/22 14:31,2021/7/22 14:56,2021/7/22 13:10,2021/7/22 13:41
2021/7/22,HO1052,A320,A,622,2021/7/22 14:00,2021/7/22 13:41,2021/7/22 13:52,2021/7/22 13:10,2021/7/22 12:51
2021/7/22,MU5248,A319,A,135,2021/7/22 14:05,2021/7/22 14:03,2021/7/22 14:20,2021/7/22 13:15,2021/7/22 13:13
2021/7/22,HO1186,A20N,A,51,2021/7/22 14:05,2021/7/22 13:56,2021/7/22 14:03,2021/7/22 13:15,2021/7/22 13:06
2021/7/22,9C6278,A320,A,162,2021/7/22 14:05,2021/7/22 13:31,2021/7/22 13:53,2021/7/22 13:15,2021/7/22 12:41
2021/7/22,AC7291,B77W,A,77,2021/7/22 14:05,2021/7/22 13:21,2021/7/22 13:36,2021/7/22 13:15,2021/7/22 12:31
2021/7/22,HO1032,A321,A,60,2021/7/22 14:10,2021/7/22 14:53,2021/7/22 15:03,2021/7/22 13:20,2021/7/22 14:03
2021/7/22,CZ6209,A321,A,171,2021/7/22 14:10,2021/7/22 13:48,2021/7/22 14:00,2021/7/22 13:20,2021/7/22 12:58
2021/7/22,FM9120,B738,A,115,2021/7/22 14:15,2021/7/22 13:36,2021/7/22 13:56,2021/7/22 13:25,2021/7/22 12:46
2021/7/22,MU7178,B77W,A,20,2021/7/22 14:15,2021/7/22 19:29,2021/7/22 19:44,2021/7/22 13:25,2021/7/22 18:39
